"Localidades";"Períodos";"Frota Total de Veículos ";"Número de Habitantes por Total de Veículos ";"Frota de Automóveis ";"Número de Habitantes por Automóvel ";"Frota de Ônibus ";"Frota de Caminhões ";"Frota de Reboques ";"Frota de Motocicletas e Assemelhados ";"Frota de Microônibus e Camionetas ";"Frota de Veículos de Outro Tipo ";"Cód. IBGE"
"Bady Bassitt";"2013";"9820";"1,55";"5595";"2,71";"59";"676";"599";"1737";"1140";"14";3504602
"Bady Bassitt";"2014";"10535";"1,46";"5981";"2,57";"68";"709";"671";"1827";"1258";"21";3504602
"Bady Bassitt";"2015";"11029";"1,42";"6293";"2,48";"67";"692";"706";"1927";"1325";"19";3504602
"Bady Bassitt";"2016";"11362";"1,39";"6527";"2,41";"77";"646";"705";"1996";"1390";"21";3504602
"Bady Bassitt";"2017";"11834";"1,34";"6793";"2,34";"78";"624";"712";"2153";"1453";"21";3504602
"Balbinos";"2013";"565";"6,52";"352";"10,46";"8";"21";"13";"89";"82";"-";3504701
"Balbinos";"2014";"650";"5,67";"405";"9,11";"8";"26";"15";"91";"105";"-";3504701
"Balbinos";"2015";"693";"5,33";"425";"8,68";"8";"27";"18";"103";"112";"-";3504701
"Balbinos";"2016";"706";"5,23";"442";"8,36";"8";"27";"21";"100";"108";"-";3504701
"Balbinos";"2017";"722";"5,12";"453";"8,16";"8";"25";"21";"105";"110";"-";3504701
"Bálsamo";"2013";"5007";"1,65";"2986";"2,77";"26";"246";"151";"913";"683";"2";3504800
"Bálsamo";"2014";"5269";"1,58";"3115";"2,67";"24";"249";"190";"941";"748";"2";3504800
"Bálsamo";"2015";"5421";"1,54";"3202";"2,61";"23";"260";"198";"966";"770";"2";3504800
"Bálsamo";"2016";"5627";"1,49";"3323";"2,53";"23";"268";"219";"985";"807";"2";3504800
"Bálsamo";"2017";"5878";"1,43";"3434";"2,45";"23";"273";"216";"1059";"871";"2";3504800
"Bananal";"2013";"3312";"3,12";"2160";"4,79";"32";"137";"33";"511";"438";"1";3504909
"Bananal";"2014";"3648";"2,85";"2364";"4,39";"34";"156";"42";"564";"487";"1";3504909
"Bananal";"2015";"3880";"2,69";"2487";"4,19";"37";"165";"47";"607";"536";"1";3504909
"Bananal";"2016";"4091";"2,56";"2585";"4,05";"38";"179";"56";"653";"579";"1";3504909
"Bananal";"2017";"4316";"2,44";"2691";"3,91";"38";"191";"73";"705";"617";"1";3504909
"Barão de Antonina";"2013";"847";"3,77";"516";"6,19";"15";"20";"15";"183";"98";"-";3505005
"Barão de Antonina";"2014";"940";"3,43";"581";"5,54";"15";"25";"19";"192";"108";"-";3505005
"Barão de Antonina";"2015";"1017";"3,19";"623";"5,21";"14";"32";"20";"211";"117";"-";3505005
"Barão de Antonina";"2016";"1091";"3";"658";"4,98";"14";"37";"26";"229";"127";"-";3505005
"Barão de Antonina";"2017";"1182";"2,79";"722";"4,57";"14";"37";"24";"237";"148";"-";3505005
"Barbosa";"2013";"2487";"2,73";"1356";"5,01";"39";"133";"85";"667";"207";"-";3505104
"Barbosa";"2014";"2688";"2,55";"1465";"4,68";"42";"138";"100";"725";"218";"-";3505104
"Barbosa";"2015";"2847";"2,44";"1576";"4,4";"42";"140";"114";"747";"228";"-";3505104
"Barbosa";"2016";"2965";"2,36";"1653";"4,24";"44";"137";"127";"757";"247";"-";3505104
"Barbosa";"2017";"3112";"2,27";"1752";"4,04";"46";"135";"140";"768";"271";"-";3505104
"Bariri";"2013";"21281";"1,52";"12054";"2,68";"94";"964";"671";"5029";"2458";"11";3505203
"Bariri";"2014";"22141";"1,47";"12431";"2,62";"92";"1000";"705";"5292";"2610";"11";3505203
"Bariri";"2015";"22813";"1,44";"12768";"2,57";"92";"1022";"744";"5479";"2697";"11";3505203
"Bariri";"2016";"23403";"1,41";"13069";"2,53";"98";"1016";"774";"5634";"2801";"11";3505203
"Bariri";"2017";"23922";"1,39";"13320";"2,5";"97";"1036";"798";"5758";"2901";"12";3505203
"Barra Bonita";"2013";"25673";"1,37";"15140";"2,32";"244";"1330";"1272";"4987";"2689";"11";3505302
"Barra Bonita";"2014";"26498";"1,32";"15579";"2,25";"257";"1324";"1264";"5188";"2876";"10";3505302
"Barra Bonita";"2015";"27013";"1,3";"15873";"2,21";"264";"1282";"1236";"5379";"2969";"10";3505302
"Barra Bonita";"2016";"27400";"1,28";"16106";"2,17";"262";"1250";"1260";"5427";"3084";"11";3505302
"Barra Bonita";"2017";"27756";"1,26";"16302";"2,15";"264";"1191";"1330";"5484";"3173";"12";3505302
"Barra do Chapéu";"2013";"1439";"3,7";"559";"9,52";"15";"42";"7";"645";"171";"-";3505351
"Barra do Chapéu";"2014";"1596";"3,35";"612";"8,75";"18";"51";"13";"697";"205";"-";3505351
"Barra do Chapéu";"2015";"1782";"3,02";"699";"7,7";"19";"60";"17";"765";"222";"-";3505351
"Barra do Chapéu";"2016";"1879";"2,88";"746";"7,25";"18";"65";"17";"800";"233";"-";3505351
"Barra do Chapéu";"2017";"1944";"2,8";"788";"6,9";"17";"69";"17";"807";"246";"-";3505351
"Barra do Turvo";"2013";"1245";"6,18";"646";"11,9";"43";"69";"16";"329";"140";"2";3505401
"Barra do Turvo";"2014";"1352";"5,68";"715";"10,73";"43";"72";"18";"346";"156";"2";3505401
"Barra do Turvo";"2015";"1466";"5,22";"780";"9,82";"44";"78";"22";"376";"164";"2";3505401
"Barra do Turvo";"2016";"1555";"4,93";"824";"9,3";"48";"83";"26";"391";"181";"2";3505401
"Barra do Turvo";"2017";"1651";"4,65";"869";"8,83";"62";"87";"36";"406";"189";"2";3505401
"Barretos";"2013";"77992";"1,46";"39438";"2,89";"538";"2330";"1237";"27047";"7377";"25";3505500
"Barretos";"2014";"81484";"1,41";"41286";"2,78";"532";"2417";"1391";"27829";"8004";"25";3505500
"Barretos";"2015";"84483";"1,37";"42794";"2,7";"531";"2499";"1540";"28545";"8549";"25";3505500
"Barretos";"2016";"87176";"1,33";"44055";"2,63";"525";"2547";"1693";"29244";"9084";"28";3505500
"Barretos";"2017";"90071";"1,29";"45566";"2,56";"533";"2618";"1869";"29873";"9585";"27";3505500
"Barrinha";"2013";"11631";"2,55";"6431";"4,61";"174";"554";"256";"2993";"1195";"28";3505609
"Barrinha";"2014";"12533";"2,4";"6907";"4,35";"183";"576";"297";"3232";"1308";"30";3505609
"Barrinha";"2015";"13171";"2,31";"7269";"4,19";"201";"576";"333";"3380";"1382";"30";3505609
"Barrinha";"2016";"13714";"2,25";"7615";"4,05";"200";"573";"346";"3493";"1455";"32";3505609
"Barrinha";"2017";"14319";"2,18";"7944";"3,93";"205";"575";"377";"3613";"1568";"37";3505609
"Barueri";"2013";"150088";"1,65";"93655";"2,65";"1211";"7755";"2578";"23083";"21674";"132";3505708
"Barueri";"2014";"157442";"1,59";"98028";"2,56";"1230";"7902";"2769";"24209";"23161";"143";3505708
"Barueri";"2015";"162118";"1,56";"101228";"2,5";"1209";"7699";"2749";"24850";"24234";"149";3505708
"Barueri";"2016";"165597";"1,54";"103668";"2,46";"1218";"7506";"2813";"25416";"24825";"151";3505708
"Barueri";"2017";"170209";"1,51";"106462";"2,42";"1259";"7434";"2983";"26301";"25643";"127";3505708
"Bastos";"2013";"12619";"1,61";"6553";"3,1";"82";"922";"466";"3369";"1221";"6";3505807
"Bastos";"2014";"13534";"1,5";"7020";"2,89";"89";"965";"513";"3597";"1344";"6";3505807
"Bastos";"2015";"14295";"1,42";"7406";"2,74";"92";"1003";"522";"3835";"1431";"6";3505807
"Bastos";"2016";"14884";"1,36";"7656";"2,65";"98";"1041";"554";"3979";"1550";"6";3505807
"Bastos";"2017";"15582";"1,3";"8007";"2,53";"109";"1081";"592";"4119";"1668";"6";3505807
"Batatais";"2013";"35121";"1,64";"20947";"2,75";"169";"1412";"1218";"7045";"4322";"8";3505906
"Batatais";"2014";"36806";"1,58";"21742";"2,67";"182";"1481";"1278";"7447";"4669";"7";3505906
"Batatais";"2015";"37973";"1,54";"22360";"2,62";"175";"1492";"1325";"7758";"4856";"7";3505906
"Batatais";"2016";"38869";"1,51";"22848";"2,57";"176";"1511";"1358";"7984";"4986";"6";3505906
"Batatais";"2017";"40279";"1,47";"23627";"2,5";"193";"1525";"1421";"8237";"5270";"6";3505906
"Bauru";"2013";"246303";"1,42";"153903";"2,28";"1160";"6507";"5335";"52857";"26416";"125";3506003
"Bauru";"2014";"257745";"1,37";"161541";"2,18";"1234";"6742";"5749";"54027";"28320";"132";3506003
"Bauru";"2015";"263304";"1,35";"165113";"2,15";"1253";"6822";"6119";"54569";"29287";"141";3506003
"Bauru";"2016";"268019";"1,33";"167471";"2,13";"1279";"6957";"6524";"55277";"30369";"142";3506003
"Bauru";"2017";"274306";"1,31";"171114";"2,1";"1281";"7068";"7097";"55970";"31632";"144";3506003
"Bebedouro";"2013";"52862";"1,42";"26731";"2,8";"276";"2295";"1694";"16668";"5190";"8";3506102
"Bebedouro";"2014";"55286";"1,35";"27810";"2,69";"283";"2406";"1903";"17368";"5507";"9";3506102
"Bebedouro";"2015";"57614";"1,3";"28926";"2,58";"312";"2473";"2118";"17970";"5804";"11";3506102
"Bebedouro";"2016";"59447";"1,25";"29857";"2,5";"319";"2487";"2275";"18326";"6172";"11";3506102
"Bebedouro";"2017";"61385";"1,21";"30687";"2,43";"317";"2520";"2441";"18812";"6596";"12";3506102
"Bento de Abreu";"2013";"1247";"2,21";"742";"3,72";"12";"76";"59";"231";"126";"1";3506201
"Bento de Abreu";"2014";"1294";"2,15";"764";"3,65";"13";"74";"62";"241";"139";"1";3506201
"Bento de Abreu";"2015";"1338";"2,1";"785";"3,58";"13";"75";"61";"255";"148";"1";3506201
"Bento de Abreu";"2016";"1350";"2,1";"803";"3,54";"13";"72";"61";"247";"153";"1";3506201
"Bento de Abreu";"2017";"1389";"2,06";"821";"3,49";"14";"71";"65";"256";"161";"1";3506201
"Bernardino de Campos";"2013";"5738";"1,88";"3483";"3,09";"40";"362";"153";"848";"849";"3";3506300
"Bernardino de Campos";"2014";"6004";"1,79";"3603";"2,99";"38";"379";"171";"901";"909";"3";3506300
"Bernardino de Campos";"2015";"6249";"1,72";"3743";"2,88";"39";"391";"185";"951";"937";"3";3506300
"Bernardino de Campos";"2016";"6488";"1,66";"3886";"2,77";"38";"400";"219";"985";"957";"3";3506300
"Bernardino de Campos";"2017";"6724";"1,6";"4013";"2,69";"42";"421";"251";"1021";"973";"3";3506300
"Bertioga";"2013";"18716";"2,79";"9729";"5,37";"104";"534";"431";"5638";"2240";"40";3506359
"Bertioga";"2014";"20105";"2,68";"10444";"5,16";"113";"550";"464";"6017";"2476";"41";3506359
"Bertioga";"2015";"21318";"2,61";"11011";"5,05";"119";"558";"506";"6416";"2666";"42";3506359
"Bertioga";"2016";"22587";"2,53";"11700";"4,88";"105";"567";"551";"6731";"2890";"43";3506359
"Bertioga";"2017";"23694";"2,47";"12361";"4,74";"101";"558";"596";"6992";"3041";"45";3506359
"Bilac";"2013";"4504";"1,62";"2553";"2,86";"23";"185";"129";"1122";"481";"11";3506409
"Bilac";"2014";"4726";"1,56";"2656";"2,78";"25";"181";"139";"1183";"531";"11";3506409
"Bilac";"2015";"4906";"1,52";"2727";"2,74";"22";"185";"156";"1255";"551";"10";3506409
"Bilac";"2016";"5066";"1,49";"2824";"2,67";"21";"184";"159";"1301";"567";"10";3506409
"Bilac";"2017";"5159";"1,47";"2867";"2,65";"21";"185";"167";"1329";"580";"10";3506409
"Birigui";"2013";"83606";"1,35";"38744";"2,91";"187";"2050";"1693";"34327";"6588";"17";3506508
"Birigui";"2014";"87763";"1,3";"40542";"2,81";"182";"2106";"1849";"35751";"7316";"17";3506508
"Birigui";"2015";"91142";"1,27";"42015";"2,75";"187";"2121";"2023";"37049";"7729";"18";3506508
"Birigui";"2016";"93864";"1,24";"43075";"2,71";"189";"2165";"2188";"38102";"8125";"20";3506508
"Birigui";"2017";"96848";"1,22";"44427";"2,65";"191";"2228";"2345";"39056";"8580";"21";3506508
"Biritiba-Mirim";"2013";"9931";"2,99";"6591";"4,5";"22";"432";"94";"1629";"1146";"17";3506607
"Biritiba-Mirim";"2014";"10671";"2,82";"7097";"4,24";"26";"444";"104";"1763";"1220";"17";3506607
"Biritiba-Mirim";"2015";"11329";"2,69";"7508";"4,06";"54";"467";"117";"1838";"1327";"18";3506607
"Biritiba-Mirim";"2016";"11872";"2,6";"7881";"3,91";"55";"477";"120";"1900";"1421";"18";3506607
"Biritiba-Mirim";"2017";"12342";"2,53";"8180";"3,81";"68";"488";"135";"1938";"1514";"19";3506607
"Boa Esperança do Sul";"2013";"6030";"2,31";"3951";"3,52";"100";"443";"204";"647";"685";"-";3506706
"Boa Esperança do Sul";"2014";"6381";"2,2";"4195";"3,34";"99";"450";"220";"664";"753";"-";3506706
"Boa Esperança do Sul";"2015";"6626";"2,13";"4341";"3,25";"100";"452";"243";"691";"799";"-";3506706
"Boa Esperança do Sul";"2016";"6757";"2,1";"4406";"3,23";"104";"442";"254";"713";"838";"-";3506706
"Boa Esperança do Sul";"2017";"7012";"2,04";"4564";"3,13";"114";"456";"284";"709";"884";"1";3506706
"Bocaina";"2013";"5948";"1,89";"3594";"3,13";"36";"247";"227";"1034";"808";"2";3506805
"Bocaina";"2014";"6203";"1,84";"3756";"3,03";"35";"244";"238";"1087";"840";"3";3506805
"Bocaina";"2015";"6392";"1,8";"3858";"2,99";"38";"231";"245";"1137";"880";"3";3506805
"Bocaina";"2016";"6657";"1,75";"4021";"2,9";"36";"233";"253";"1183";"928";"3";3506805
"Bocaina";"2017";"6900";"1,71";"4139";"2,84";"37";"231";"256";"1231";"1003";"3";3506805
"Bofete";"2013";"4132";"2,43";"2544";"3,95";"50";"238";"88";"585";"625";"2";3506904
"Bofete";"2014";"4593";"2,22";"2798";"3,65";"49";"265";"105";"624";"750";"2";3506904
"Bofete";"2015";"4780";"2,17";"2906";"3,57";"48";"271";"113";"651";"789";"2";3506904
"Bofete";"2016";"4943";"2,13";"2993";"3,51";"54";"264";"121";"687";"822";"2";3506904
"Bofete";"2017";"5158";"2,06";"3132";"3,4";"58";"261";"130";"730";"846";"1";3506904
"Boituva";"2013";"33342";"1,53";"20245";"2,53";"149";"2085";"1498";"5280";"4020";"65";3507001
"Boituva";"2014";"35825";"1,46";"21580";"2,42";"153";"2225";"1758";"5656";"4390";"63";3507001
"Boituva";"2015";"37668";"1,41";"22583";"2,36";"146";"2365";"1812";"6043";"4659";"60";3507001
"Boituva";"2016";"39204";"1,38";"23481";"2,3";"159";"2494";"1877";"6233";"4899";"61";3507001
"Boituva";"2017";"40977";"1,34";"24499";"2,24";"158";"2605";"1971";"6475";"5208";"61";3507001
"Bom Jesus dos Perdões";"2013";"11753";"1,79";"6855";"3,08";"74";"637";"168";"2668";"1337";"14";3507100
"Bom Jesus dos Perdões";"2014";"12592";"1,72";"7330";"2,95";"79";"667";"193";"2869";"1439";"15";3507100
"Bom Jesus dos Perdões";"2015";"13197";"1,68";"7655";"2,89";"78";"673";"206";"3027";"1543";"15";3507100
"Bom Jesus dos Perdões";"2016";"13652";"1,65";"7963";"2,83";"75";"674";"224";"3102";"1599";"15";3507100
"Bom Jesus dos Perdões";"2017";"14192";"1,62";"8341";"2,75";"73";"671";"238";"3204";"1650";"15";3507100
"Bom Sucesso de Itararé";"2013";"1067";"3,42";"530";"6,88";"13";"77";"34";"288";"125";"-";3507159
"Bom Sucesso de Itararé";"2014";"1197";"3,07";"592";"6,21";"14";"79";"33";"321";"158";"-";3507159
"Bom Sucesso de Itararé";"2015";"1290";"2,87";"639";"5,79";"14";"85";"33";"352";"167";"-";3507159
"Bom Sucesso de Itararé";"2016";"1385";"2,7";"705";"5,3";"14";"88";"34";"368";"176";"-";3507159
"Bom Sucesso de Itararé";"2017";"1447";"2,6";"751";"5,01";"14";"85";"36";"382";"179";"-";3507159
"Borá";"2013";"381";"2,12";"170";"4,75";"6";"48";"43";"66";"48";"-";3507209
"Borá";"2014";"381";"2,12";"176";"4,59";"6";"46";"44";"64";"45";"-";3507209
"Borá";"2015";"408";"1,98";"187";"4,32";"5";"47";"46";"67";"56";"-";3507209
"Borá";"2016";"450";"1,8";"203";"3,99";"7";"47";"48";"77";"68";"-";3507209
"Borá";"2017";"476";"1,7";"217";"3,73";"8";"46";"50";"75";"80";"-";3507209
"Boracéia";"2013";"2326";"1,9";"1088";"4,06";"20";"281";"304";"305";"327";"1";3507308
"Boracéia";"2014";"2469";"1,81";"1217";"3,67";"22";"296";"265";"307";"361";"1";3507308
"Boracéia";"2015";"2490";"1,82";"1282";"3,53";"21";"265";"237";"325";"359";"1";3507308
"Boracéia";"2016";"2521";"1,81";"1311";"3,48";"21";"264";"219";"331";"374";"1";3507308
"Boracéia";"2017";"2564";"1,8";"1350";"3,42";"23";"254";"218";"326";"392";"1";3507308
"Borborema";"2013";"8258";"1,79";"4650";"3,18";"77";"412";"392";"1645";"1074";"8";3507407
"Borborema";"2014";"8876";"1,68";"5014";"2,97";"82";"439";"418";"1738";"1176";"9";3507407
"Borborema";"2015";"9262";"1,62";"5214";"2,87";"84";"445";"458";"1805";"1247";"9";3507407
"Borborema";"2016";"9540";"1,58";"5323";"2,83";"82";"461";"480";"1881";"1305";"8";3507407
"Borborema";"2017";"9859";"1,53";"5500";"2,75";"92";"481";"528";"1903";"1347";"8";3507407
"Borebi";"2013";"847";"2,81";"469";"5,08";"8";"60";"16";"153";"140";"1";3507456
"Borebi";"2014";"904";"2,67";"498";"4,85";"6";"60";"19";"179";"141";"1";3507456
"Borebi";"2015";"969";"2,52";"536";"4,56";"5";"61";"26";"190";"150";"1";3507456
"Borebi";"2016";"1025";"2,41";"577";"4,28";"5";"62";"27";"192";"161";"1";3507456
"Borebi";"2017";"1089";"2,29";"614";"4,07";"5";"61";"33";"195";"180";"1";3507456
"Botucatu";"2013";"83121";"1,58";"52856";"2,49";"548";"2038";"2054";"16147";"9424";"54";3507506
"Botucatu";"2014";"86867";"1,53";"55033";"2,42";"538";"2066";"2217";"16783";"10176";"54";3507506
"Botucatu";"2015";"90193";"1,5";"56868";"2,37";"532";"2076";"2339";"17443";"10880";"55";3507506
"Botucatu";"2016";"93213";"1,46";"58381";"2,33";"524";"2143";"2506";"18147";"11456";"56";3507506
"Botucatu";"2017";"96210";"1,43";"60055";"2,29";"487";"2176";"2650";"18702";"12083";"57";3507506
"Bragança Paulista";"2013";"104848";"1,45";"59703";"2,55";"372";"3020";"1155";"28853";"11692";"53";3507605
"Bragança Paulista";"2014";"110232";"1,4";"62567";"2,47";"390";"3131";"1231";"30186";"12673";"54";3507605
"Bragança Paulista";"2015";"114782";"1,36";"64886";"2,41";"388";"3158";"1302";"31460";"13530";"58";3507605
"Bragança Paulista";"2016";"118264";"1,33";"66887";"2,36";"388";"3219";"1395";"32161";"14156";"58";3507605
"Bragança Paulista";"2017";"122444";"1,3";"69371";"2,3";"394";"3288";"1499";"33019";"14817";"56";3507605
"Braúna";"2013";"2262";"2,29";"1343";"3,86";"89";"97";"70";"351";"312";"-";3507704
"Braúna";"2014";"2391";"2,19";"1386";"3,78";"87";"98";"84";"382";"354";"-";3507704
"Braúna";"2015";"2482";"2,14";"1448";"3,66";"88";"100";"88";"386";"372";"-";3507704
"Braúna";"2016";"2631";"2,03";"1521";"3,52";"85";"106";"98";"414";"407";"-";3507704
"Braúna";"2017";"2730";"1,98";"1563";"3,46";"76";"111";"110";"436";"434";"-";3507704
"Brejo Alegre";"2013";"1204";"2,19";"474";"5,56";"18";"194";"252";"170";"96";"-";3507753
"Brejo Alegre";"2014";"1217";"2,18";"498";"5,33";"19";"173";"255";"167";"105";"-";3507753
"Brejo Alegre";"2015";"1279";"2,09";"543";"4,93";"19";"170";"258";"183";"106";"-";3507753
"Brejo Alegre";"2016";"1335";"2,02";"569";"4,74";"19";"172";"260";"200";"115";"-";3507753
"Brejo Alegre";"2017";"1390";"1,95";"596";"4,55";"19";"176";"266";"224";"109";"-";3507753
"Brodowski";"2013";"12102";"1,82";"7166";"3,07";"38";"640";"293";"1927";"2034";"4";3507803
"Brodowski";"2014";"12962";"1,72";"7694";"2,9";"39";"685";"324";"2055";"2161";"4";3507803
"Brodowski";"2015";"13593";"1,67";"8069";"2,81";"43";"709";"377";"2106";"2284";"5";3507803
"Brodowski";"2016";"14091";"1,63";"8370";"2,74";"46";"736";"397";"2175";"2362";"5";3507803
"Brodowski";"2017";"14736";"1,57";"8781";"2,64";"57";"738";"427";"2256";"2472";"5";3507803
"Brotas";"2013";"13208";"1,69";"7538";"2,96";"185";"863";"779";"1980";"1856";"7";3507902
"Brotas";"2014";"14004";"1,61";"7928";"2,84";"199";"894";"818";"2167";"1991";"7";3507902
"Brotas";"2015";"14500";"1,57";"8233";"2,77";"190";"879";"834";"2299";"2057";"8";3507902
"Brotas";"2016";"15100";"1,52";"8542";"2,69";"192";"870";"878";"2434";"2176";"8";3507902
"Brotas";"2017";"15711";"1,48";"8863";"2,62";"206";"881";"886";"2591";"2276";"8";3507902
"Buri";"2013";"6829";"2,76";"3583";"5,26";"69";"506";"238";"1603";"829";"1";3508009
"Buri";"2014";"7397";"2,56";"3902";"4,86";"78";"546";"267";"1697";"906";"1";3508009
"Buri";"2015";"7931";"2,4";"4237";"4,5";"86";"556";"281";"1820";"950";"1";3508009
"Buri";"2016";"8392";"2,29";"4514";"4,25";"96";"563";"308";"1901";"1009";"1";3508009
"Buri";"2017";"8889";"2,17";"4781";"4,04";"96";"609";"310";"1993";"1099";"1";3508009
"Buritama";"2013";"9019";"1,75";"4361";"3,62";"61";"381";"348";"2890";"978";"-";3508108
"Buritama";"2014";"9661";"1,65";"4696";"3,39";"62";"386";"389";"3048";"1080";"-";3508108
"Buritama";"2015";"10036";"1,6";"4907";"3,27";"63";"387";"406";"3116";"1155";"2";3508108
"Buritama";"2016";"10378";"1,56";"5060";"3,19";"73";"402";"448";"3208";"1185";"2";3508108
"Buritama";"2017";"10769";"1,51";"5276";"3,08";"77";"395";"488";"3283";"1248";"2";3508108
"Buritizal";"2013";"2405";"1,72";"1237";"3,34";"31";"152";"203";"428";"353";"1";3508207
"Buritizal";"2014";"2496";"1,67";"1292";"3,22";"34";"151";"207";"435";"376";"1";3508207
"Buritizal";"2015";"2551";"1,64";"1330";"3,15";"33";"150";"208";"437";"392";"1";3508207
"Buritizal";"2016";"2664";"1,58";"1398";"3,01";"33";"155";"213";"458";"406";"1";3508207
"Buritizal";"2017";"2734";"1,55";"1440";"2,94";"33";"160";"220";"473";"407";"1";3508207
"Cabrália Paulista";"2013";"1853";"2,34";"1074";"4,04";"13";"145";"50";"341";"229";"1";3508306
"Cabrália Paulista";"2014";"2007";"2,16";"1169";"3,7";"17";"150";"60";"366";"244";"1";3508306
"Cabrália Paulista";"2015";"2135";"2,02";"1252";"3,45";"17";"158";"67";"382";"258";"1";3508306
"Cabrália Paulista";"2016";"2240";"1,93";"1308";"3,3";"20";"168";"78";"398";"267";"1";3508306
"Cabrália Paulista";"2017";"2349";"1,84";"1362";"3,17";"20";"184";"98";"406";"278";"1";3508306
"Cabreúva";"2013";"22570";"1,95";"13968";"3,14";"71";"1115";"341";"4540";"2527";"8";3508405
"Cabreúva";"2014";"24309";"1,84";"15200";"2,94";"63";"1156";"363";"4773";"2746";"8";3508405
"Cabreúva";"2015";"25463";"1,79";"15959";"2,85";"68";"1166";"381";"4993";"2888";"8";3508405
"Cabreúva";"2016";"26317";"1,76";"16478";"2,81";"65";"1168";"383";"5158";"3054";"11";3508405
"Cabreúva";"2017";"27486";"1,71";"17120";"2,75";"63";"1177";"408";"5467";"3239";"12";3508405
"Cachoeira Paulista";"2013";"12899";"2,38";"8146";"3,78";"26";"416";"177";"2793";"1339";"2";3508603
"Cachoeira Paulista";"2014";"13661";"2,27";"8612";"3,6";"23";"424";"193";"2923";"1484";"2";3508603
"Cachoeira Paulista";"2015";"14450";"2,16";"9115";"3,43";"25";"446";"209";"3059";"1594";"2";3508603
"Cachoeira Paulista";"2016";"14927";"2,11";"9377";"3,35";"23";"467";"224";"3167";"1667";"2";3508603
"Cachoeira Paulista";"2017";"15406";"2,05";"9655";"3,28";"26";"474";"245";"3273";"1731";"2";3508603
"Caconde";"2013";"8177";"2,28";"5413";"3,44";"79";"245";"69";"1192";"1177";"2";3508702
"Caconde";"2014";"8684";"2,15";"5688";"3,28";"87";"258";"81";"1291";"1277";"2";3508702
"Caconde";"2015";"9095";"2,05";"5895";"3,17";"87";"268";"92";"1409";"1342";"2";3508702
