"Localidades";"Períodos";"PIB (Em mil reais correntes)";"PIB per Capita (Em reais correntes)";"Participação no PIB do Estado (Em %)";"Cód. IBGE"
"Iperó";"2013";"417023,61";"13830,25";"0,024313";3521002
"Iperó";"2014";"438542,43";"14222,23";"0,0236";3521002
"Iperó";"2015";"433931,42";"13762,06";"0,022369";3521002
"Ipeúna";"2011";"183409,46";"29832,38";"0,012766";3521101
"Ipeúna";"2012";"202777,3";"32186,87";"0,013007";3521101
"Ipeúna";"2013";"555356,51";"86008,44";"0,032378";3521101
"Ipeúna";"2014";"588899,45";"88997,95";"0,031692";3521101
"Ipeúna";"2015";"605387,4";"89277,01";"0,031207";3521101
"Ipiguá";"2011";"47737,3";"10528,74";"0,003323";3521150
"Ipiguá";"2012";"50937,99";"11035,09";"0,003267";3521150
"Ipiguá";"2013";"60617,85";"12900,16";"0,003534";3521150
"Ipiguá";"2014";"82901,46";"17328,9";"0,004461";3521150
"Ipiguá";"2015";"73448,27";"15081,78";"0,003786";3521150
"Iporanga";"2011";"25699,15";"5964,06";"0,001789";3521200
"Iporanga";"2012";"28763,27";"6664,34";"0,001845";3521200
"Iporanga";"2013";"37240,42";"8612,49";"0,002171";3521200
"Iporanga";"2014";"39988,55";"9233,1";"0,002152";3521200
"Iporanga";"2015";"39189,29";"9031,87";"0,00202";3521200
"Ipuã";"2011";"264173,69";"18467,23";"0,018388";3521309
"Ipuã";"2012";"273213,63";"18863,13";"0,017525";3521309
"Ipuã";"2013";"276358,55";"18843,49";"0,016112";3521309
"Ipuã";"2014";"283319,55";"19080,04";"0,015247";3521309
"Ipuã";"2015";"297188,23";"19765,11";"0,01532";3521309
"Iracemápolis";"2011";"451851,64";"22175,68";"0,031451";3521408
"Iracemápolis";"2012";"489413,53";"23558,95";"0,031392";3521408
"Iracemápolis";"2013";"528246,58";"24943,18";"0,030797";3521408
"Iracemápolis";"2014";"918541,23";"42542,78";"0,049432";3521408
"Iracemápolis";"2015";"1743903,11";"79225,11";"0,089897";3521408
"Irapuã";"2011";"80797,24";"11040,89";"0,005624";3521507
"Irapuã";"2012";"88320,42";"11987,03";"0,005665";3521507
"Irapuã";"2013";"97386,04";"13130,11";"0,005678";3521507
"Irapuã";"2014";"106360,76";"14244,11";"0,005724";3521507
"Irapuã";"2015";"102004,31";"13569,82";"0,005258";3521507
"Irapuru";"2011";"72048";"9312,14";"0,005015";3521606
"Irapuru";"2012";"66967,38";"8709,5";"0,004295";3521606
"Irapuru";"2013";"70983,08";"9289,76";"0,004138";3521606
"Irapuru";"2014";"75028,22";"9881,24";"0,004038";3521606
"Irapuru";"2015";"79245,07";"10504,38";"0,004085";3521606
"Itaberá";"2011";"189514,63";"10629,57";"0,013191";3521705
"Itaberá";"2012";"297216,45";"16706";"0,019064";3521705
"Itaberá";"2013";"288575,92";"16254,14";"0,016824";3521705
"Itaberá";"2014";"330844,32";"18675,94";"0,017805";3521705
"Itaberá";"2015";"568005,72";"32130,65";"0,02928";3521705
"Itaí";"2011";"342608,47";"14138,1";"0,023847";3521804
"Itaí";"2012";"387808,1";"15838,6";"0,024875";3521804
"Itaí";"2013";"436715,65";"17651,5";"0,025461";3521804
"Itaí";"2014";"464036,25";"18561,45";"0,024972";3521804
"Itaí";"2015";"529743,75";"20971,64";"0,027308";3521804
"Itajobi";"2011";"256457,6";"17606,59";"0,017851";3521903
"Itajobi";"2012";"299094,4";"20514,02";"0,019185";3521903
"Itajobi";"2013";"395821,74";"27124,08";"0,023077";3521903
"Itajobi";"2014";"434904,69";"29773,72";"0,023405";3521903
"Itajobi";"2015";"430653,18";"29456,44";"0,0222";3521903
"Itaju";"2011";"60481,99";"18417,17";"0,00421";3522000
"Itaju";"2012";"52710,44";"15838,47";"0,003381";3522000
"Itaju";"2013";"50937,04";"15101,4";"0,00297";3522000
"Itaju";"2014";"63163,86";"18474,37";"0,003399";3522000
"Itaju";"2015";"69438,28";"20039,91";"0,003579";3522000
"Itanhaém";"2011";"960414,88";"10902,16";"0,06685";3522109
"Itanhaém";"2012";"1099045,01";"12309,4";"0,070495";3522109
"Itanhaém";"2013";"1318123,91";"14566,19";"0,076848";3522109
"Itanhaém";"2014";"1434500,75";"15640,68";"0,077199";3522109
"Itanhaém";"2015";"1505195,72";"16192,56";"0,077592";3522109
"Itaóca";"2011";"24562,52";"7630,48";"0,00171";3522158
"Itaóca";"2012";"25739,2";"8015,94";"0,001651";3522158
"Itaóca";"2013";"30390,63";"9488,18";"0,001772";3522158
"Itaóca";"2014";"32262,05";"10097,67";"0,001736";3522158
"Itaóca";"2015";"34281,89";"10760,17";"0,001767";3522158
"Itapecerica da Serra";"2011";"2598925,93";"16860,81";"0,180899";3522208
"Itapecerica da Serra";"2012";"2635127,43";"16903,44";"0,169023";3522208
"Itapecerica da Serra";"2013";"2772349,81";"17583,69";"0,161631";3522208
"Itapecerica da Serra";"2014";"2943707,31";"18460,82";"0,158417";3522208
"Itapecerica da Serra";"2015";"3200862,59";"19847,73";"0,165002";3522208
"Itapetininga";"2011";"2976883,64";"20417,86";"0,207207";3522307
"Itapetininga";"2012";"3124119,96";"21194,41";"0,200388";3522307
"Itapetininga";"2013";"3566469,73";"23931,7";"0,207929";3522307
"Itapetininga";"2014";"3935738,41";"26121,93";"0,211804";3522307
"Itapetininga";"2015";"4126018,63";"27086,23";"0,212693";3522307
"Itapeva";"2011";"1328120,05";"15078,39";"0,092444";3522406
"Itapeva";"2012";"1498082,78";"16936,87";"0,09609";3522406
"Itapeva";"2013";"1768100,01";"19905,88";"0,103082";3522406
"Itapeva";"2014";"1995532,08";"22372,44";"0,107391";3522406
"Itapeva";"2015";"2282411,56";"25481,31";"0,117657";3522406
"Itapevi";"2011";"5916311,8";"29005,23";"0,411807";3522505
"Itapevi";"2012";"7088168,77";"34144,05";"0,454651";3522505
"Itapevi";"2013";"7852450";"37165,73";"0,457805";3522505
"Itapevi";"2014";"8867669,26";"41238,45";"0,477219";3522505
"Itapevi";"2015";"10278995,46";"46967,58";"0,529875";3522505
"Itapira";"2011";"2177231,74";"31619,61";"0,151547";3522604
"Itapira";"2012";"2401818,52";"34695,32";"0,154058";3522604
"Itapira";"2013";"2678366,29";"38484,49";"0,156151";3522604
"Itapira";"2014";"2989267,19";"42723,96";"0,160869";3522604
"Itapira";"2015";"3026503,47";"43026,16";"0,156014";3522604
"Itapirapuã Paulista";"2011";"21808,98";"5587,75";"0,001518";3522653
"Itapirapuã Paulista";"2012";"25048,44";"6376,89";"0,001607";3522653
"Itapirapuã Paulista";"2013";"27507,59";"6956,9";"0,001604";3522653
"Itapirapuã Paulista";"2014";"30183,4";"7583,77";"0,001624";3522653
"Itapirapuã Paulista";"2015";"31483,83";"7859,17";"0,001623";3522653
"Itápolis";"2011";"1043623,74";"25966,6";"0,072642";3522703
"Itápolis";"2012";"1174685,54";"29110,96";"0,075347";3522703
"Itápolis";"2013";"1168562,17";"28844,13";"0,068128";3522703
"Itápolis";"2014";"1167131,67";"28694,78";"0,06281";3522703
"Itápolis";"2015";"1196007,68";"29287,35";"0,061653";3522703
"Itaporanga";"2011";"121952,1";"8376,98";"0,008489";3522802
"Itaporanga";"2012";"139873,68";"9601,43";"0,008972";3522802
"Itaporanga";"2013";"154566,01";"10601,96";"0,009011";3522802
"Itaporanga";"2014";"171925,91";"11784,63";"0,009252";3522802
"Itaporanga";"2015";"214377,23";"14683,37";"0,011051";3522802
"Itapuí";"2011";"354713,5";"28782,33";"0,02469";3522901
"Itapuí";"2012";"422143,04";"33793,07";"0,027077";3522901
"Itapuí";"2013";"428874,63";"33865,65";"0,025004";3522901
"Itapuí";"2014";"439636,1";"34247,57";"0,023659";3522901
"Itapuí";"2015";"567159,4";"43584,06";"0,029237";3522901
"Itapura";"2011";"82104,24";"18626,19";"0,005715";3523008
"Itapura";"2012";"67150,2";"15039,24";"0,004307";3523008
"Itapura";"2013";"70652,1";"15624,08";"0,004119";3523008
"Itapura";"2014";"66549,22";"14527,23";"0,003581";3523008
"Itapura";"2015";"80526,33";"17354,81";"0,004151";3523008
"Itaquaquecetuba";"2011";"3688565,24";"11311,91";"0,256744";3523107
"Itaquaquecetuba";"2012";"4071384,54";"12304,08";"0,261148";3523107
"Itaquaquecetuba";"2013";"4878906,21";"14529,77";"0,284445";3523107
"Itaquaquecetuba";"2014";"5742348,07";"16852,04";"0,309028";3523107
"Itaquaquecetuba";"2015";"6476631,51";"18730,12";"0,333866";3523107
"Itararé";"2011";"534166,57";"11125,69";"0,037181";3523206
"Itararé";"2012";"574374,24";"11940,51";"0,036842";3523206
"Itararé";"2013";"670051,5";"13902,93";"0,039065";3523206
"Itararé";"2014";"715153,07";"14811,08";"0,038486";3523206
"Itararé";"2015";"800007,98";"16536,95";"0,04124";3523206
"Itariri";"2011";"117398,37";"7510,13";"0,008172";3523305
"Itariri";"2012";"129829,28";"8211,33";"0,008328";3523305
"Itariri";"2013";"176973,47";"11066,38";"0,010318";3523305
"Itariri";"2014";"201027,57";"12429,06";"0,010818";3523305
"Itariri";"2015";"201225,64";"12299,86";"0,010373";3523305
"Itatiba";"2011";"3796002,52";"36841,16";"0,264222";3523404
"Itatiba";"2012";"3921298,28";"37409,12";"0,251521";3523404
"Itatiba";"2013";"4556482,23";"42728,5";"0,265647";3523404
"Itatiba";"2014";"5147533,3";"47449,7";"0,277018";3523404
"Itatiba";"2015";"5351307,49";"48487,8";"0,275856";3523404
"Itatinga";"2011";"201703,16";"11038,32";"0,01404";3523503
"Itatinga";"2012";"195148,15";"10537,16";"0,012517";3523503
"Itatinga";"2013";"199575,92";"10632,71";"0,011635";3523503
"Itatinga";"2014";"246969,01";"12981,97";"0,013291";3523503
"Itatinga";"2015";"227517,81";"11800,1";"0,011728";3523503
"Itirapina";"2011";"317486,76";"20262,09";"0,022099";3523602
"Itirapina";"2012";"278330,93";"17569,18";"0,017853";3523602
"Itirapina";"2013";"297670,12";"18585,8";"0,017354";3523602
"Itirapina";"2014";"329453,79";"20347,96";"0,01773";3523602
"Itirapina";"2015";"384660,58";"23497,9";"0,019829";3523602
"Itirapuã";"2011";"46408,25";"7803,64";"0,00323";3523701
"Itirapuã";"2012";"69487,48";"11614,15";"0,004457";3523701
"Itirapuã";"2013";"65060,32";"10807,36";"0,003793";3523701
"Itirapuã";"2014";"78261,5";"12920,84";"0,004212";3523701
"Itirapuã";"2015";"67326,93";"11048,07";"0,003471";3523701
"Itobi";"2011";"62236,76";"8242,19";"0,004332";3523800
"Itobi";"2012";"79038,09";"10457,54";"0,00507";3523800
"Itobi";"2013";"88288,89";"11670,71";"0,005147";3523800
"Itobi";"2014";"97251,08";"12843,51";"0,005234";3523800
"Itobi";"2015";"113401,92";"14964,62";"0,005846";3523800
"Itu";"2011";"5603645,99";"36010,6";"0,390043";3523909
"Itu";"2012";"6110210,37";"38854,44";"0,391923";3523909
"Itu";"2013";"7159751,6";"45051,13";"0,41742";3523909
"Itu";"2014";"7551445,39";"47017,87";"0,406386";3523909
"Itu";"2015";"7347449,06";"45268,28";"0,378756";3523909
"Itupeva";"2011";"2460665,83";"53399,87";"0,171275";3524006
"Itupeva";"2012";"2772567,04";"58312,13";"0,177839";3524006
"Itupeva";"2013";"3190414,43";"65029,54";"0,186004";3524006
"Itupeva";"2014";"3545946,73";"70047,54";"0,190827";3524006
"Itupeva";"2015";"4585691,61";"87791,32";"0,236389";3524006
"Ituverava";"2011";"741101,44";"19076,95";"0,051585";3524105
"Ituverava";"2012";"857081,53";"21964,06";"0,054975";3524105
"Ituverava";"2013";"1017537,52";"25959,58";"0,059323";3524105
"Ituverava";"2014";"1089410,89";"27668,98";"0,058627";3524105
"Ituverava";"2015";"1151219,17";"29107,94";"0,059345";3524105
"Jaborandi";"2011";"96940,57";"14683,52";"0,006748";3524204
"Jaborandi";"2012";"107168,23";"16208,14";"0,006874";3524204
"Jaborandi";"2013";"119922,87";"18107,03";"0,006992";3524204
"Jaborandi";"2014";"114491,95";"17260,96";"0,006161";3524204
"Jaborandi";"2015";"116433,51";"17524,61";"0,006002";3524204
"Jaboticabal";"2011";"1857527,6";"25829,13";"0,129294";3524303
"Jaboticabal";"2012";"2014067,82";"27892,59";"0,129187";3524303
"Jaboticabal";"2013";"2113078,75";"29145,51";"0,123194";3524303
"Jaboticabal";"2014";"2324571,9";"31932,69";"0,125098";3524303
"Jaboticabal";"2015";"2434057,2";"33301,74";"0,125474";3524303
"Jacareí";"2011";"7323539,93";"34411,57";"0,509757";3524402
"Jacareí";"2012";"7652040,78";"35654,07";"0,49082";3524402
"Jacareí";"2013";"8390720,58";"38768,39";"0,489187";3524402
"Jacareí";"2014";"9414192,52";"43132,93";"0,506631";3524402
"Jacareí";"2015";"10665065,8";"48454,89";"0,549777";3524402
"Jaci";"2011";"279160,46";"48331,1";"0,019431";3524501
"Jaci";"2012";"299934,44";"50724,58";"0,019238";3524501
"Jaci";"2013";"306988,01";"50716,67";"0,017898";3524501
"Jaci";"2014";"324609,6";"52381,73";"0,017469";3524501
"Jaci";"2015";"291409,02";"45934,59";"0,015022";3524501
"Jacupiranga";"2011";"246788,44";"14350,67";"0,017178";3524600
"Jacupiranga";"2012";"283796,12";"16513,22";"0,018203";3524600
"Jacupiranga";"2013";"275123,08";"16017,88";"0,01604";3524600
"Jacupiranga";"2014";"341162,11";"19875,45";"0,01836";3524600
"Jacupiranga";"2015";"353664,06";"20615,8";"0,018231";3524600
"Jaguariúna";"2011";"4290062,56";"94615,64";"0,298611";3524709
"Jaguariúna";"2012";"4166854,04";"89507,74";"0,267272";3524709
"Jaguariúna";"2013";"5784632,71";"121022,48";"0,337249";3524709
"Jaguariúna";"2014";"6821447,2";"139003,28";"0,367101";3524709
"Jaguariúna";"2015";"8903620,63";"176708,23";"0,458976";3524709
"Jales";"2011";"806832,63";"17152,78";"0,05616";3524808
"Jales";"2012";"917210,81";"19485,69";"0,058832";3524808
"Jales";"2013";"1059945,44";"22502,24";"0,061796";3524808
"Jales";"2014";"1094150,25";"23212,13";"0,058882";3524808
"Jales";"2015";"1207538,84";"25599,72";"0,062248";3524808
"Jambeiro";"2011";"226602,35";"41700,84";"0,015773";3524907
"Jambeiro";"2012";"252750,94";"45672,38";"0,016212";3524907
"Jambeiro";"2013";"286527,64";"50847,85";"0,016705";3524907
"Jambeiro";"2014";"299716,45";"52224,51";"0,016129";3524907
"Jambeiro";"2015";"275824,36";"47197,87";"0,014219";3524907
"Jandira";"2011";"2240428,79";"20419,33";"0,155946";3525003
"Jandira";"2012";"2414876,86";"21703,05";"0,154896";3525003
"Jandira";"2013";"2637675,71";"23375,57";"0,153779";3525003
"Jandira";"2014";"2941506,43";"25705,5";"0,158299";3525003
"Jandira";"2015";"3291025,81";"28359,91";"0,16965";3525003
"Jardinópolis";"2011";"575474,72";"15080,97";"0,040056";3525102
"Jardinópolis";"2012";"685562,64";"17701,53";"0,043974";3525102
"Jardinópolis";"2013";"773101,44";"19667,29";"0,045073";3525102
"Jardinópolis";"2014";"851497,41";"21342,93";"0,045824";3525102
"Jardinópolis";"2015";"909925,93";"22471,19";"0,046906";3525102
"Jarinu";"2011";"622923,13";"25545,34";"0,043359";3525201
"Jarinu";"2012";"706948,44";"28273,41";"0,045345";3525201
"Jarinu";"2013";"996067,46";"38848,18";"0,058072";3525201
"Jarinu";"2014";"1556427,2";"59197,75";"0,08376";3525201
"Jarinu";"2015";"1784409,81";"66184,85";"0,091985";3525201
"Jaú";"2011";"2969052,68";"22388,18";"0,206662";3525300
"Jaú";"2012";"3219076,35";"23953,6";"0,206479";3525300
"Jaú";"2013";"3628474,76";"26644,31";"0,211543";3525300
"Jaú";"2014";"4002111,12";"29000,6";"0,215376";3525300
"Jaú";"2015";"3983619,65";"28486,17";"0,205353";3525300
"Jeriquara";"2011";"41708,7";"13203,13";"0,002903";3525409
"Jeriquara";"2012";"59612,88";"18888,74";"0,003824";3525409
"Jeriquara";"2013";"70015,49";"22205,99";"0,004082";3525409
"Jeriquara";"2014";"75638,68";"24012,28";"0,004071";3525409
"Jeriquara";"2015";"70755,24";"22476,25";"0,003647";3525409
"Joanópolis";"2011";"115970,93";"9783,27";"0,008072";3525508
"Joanópolis";"2012";"128146,28";"10720,85";"0,00822";3525508
"Joanópolis";"2013";"154251,92";"12797,8";"0,008993";3525508
"Joanópolis";"2014";"176418,24";"14516,44";"0,009494";3525508
"Joanópolis";"2015";"185450,8";"15132,66";"0,00956";3525508
"João Ramalho";"2011";"107908,96";"25871,24";"0,007511";3525607
"João Ramalho";"2012";"104636,62";"24943,17";"0,006712";3525607
"João Ramalho";"2013";"129761,12";"30756,37";"0,007565";3525607
"João Ramalho";"2014";"124186,42";"29268,54";"0,006683";3525607
"João Ramalho";"2015";"132733,71";"31107,03";"0,006842";3525607
"José Bonifácio";"2011";"735941,04";"22261,44";"0,051225";3525706
"José Bonifácio";"2012";"874485,23";"26186,9";"0,056091";3525706
"José Bonifácio";"2013";"955252,83";"28318,89";"0,055692";3525706
"José Bonifácio";"2014";"1004708,58";"29486,08";"0,054069";3525706
"José Bonifácio";"2015";"1106790,48";"32156,38";"0,057054";3525706
"Júlio Mesquita";"2011";"35371,72";"7954,06";"0,002462";3525805
"Júlio Mesquita";"2012";"34741,67";"7779,15";"0,002228";3525805
"Júlio Mesquita";"2013";"38081,4";"8490,84";"0,00222";3525805
"Júlio Mesquita";"2014";"42238,11";"9375,83";"0,002273";3525805
"Júlio Mesquita";"2015";"46068,18";"10183,06";"0,002375";3525805
"Jumirim";"2011";"53411,82";"18767,33";"0,003718";3525854
"Jumirim";"2012";"60654,83";"20901,05";"0,003891";3525854
"Jumirim";"2013";"66764,53";"22563,21";"0,003892";3525854
"Jumirim";"2014";"70427,33";"23343,5";"0,00379";3525854
"Jumirim";"2015";"71212,44";"23158,52";"0,003671";3525854
"Jundiaí";"2011";"26571865,09";"71070,38";"1,849542";3525904
"Jundiaí";"2012";"30683516,05";"81152,28";"1,968111";3525904
"Jundiaí";"2013";"34448149,9";"90092,79";"2,008359";3525904
"Jundiaí";"2014";"36339234,53";"93978,27";"1,955619";3525904
"Jundiaí";"2015";"39717585,6";"101569,11";"2,047414";3525904
"Junqueirópolis";"2011";"319585,21";"16956,82";"0,022245";3526001
"Junqueirópolis";"2012";"354857,36";"18692,44";"0,022761";3526001
"Junqueirópolis";"2013";"418488,49";"21882,9";"0,024398";3526001
"Junqueirópolis";"2014";"457178,43";"23734,73";"0,024603";3526001
"Junqueirópolis";"2015";"535375,6";"27593,84";"0,027598";3526001
"Juquiá";"2011";"194984,38";"10162,85";"0,013572";3526100
"Juquiá";"2012";"242681,54";"12693,88";"0,015566";3526100
"Juquiá";"2013";"217924,22";"11440,19";"0,012705";3526100
"Juquiá";"2014";"302907,7";"15958,47";"0,016301";3526100
"Juquiá";"2015";"255783,34";"13524,92";"0,013185";3526100
"Juquitiba";"2011";"327640,09";"11347,63";"0,022805";3526209
"Juquitiba";"2012";"353697,16";"12183,43";"0,022687";3526209
"Juquitiba";"2013";"411200,01";"14087,98";"0,023973";3526209
"Juquitiba";"2014";"422948,51";"14411,49";"0,022761";3526209
"Juquitiba";"2015";"441964,17";"14977,77";"0,022783";3526209
"Lagoinha";"2011";"35865,32";"7414,79";"0,002496";3526308
"Lagoinha";"2012";"40199,28";"8317,67";"0,002578";3526308
"Lagoinha";"2013";"46266,31";"9584,9";"0,002697";3526308
"Lagoinha";"2014";"51146,83";"10604,77";"0,002752";3526308
"Lagoinha";"2015";"54378,88";"11286,61";"0,002803";3526308
"Laranjal Paulista";"2011";"614957,54";"24125,44";"0,042804";3526407
"Laranjal Paulista";"2012";"663833,3";"25770,93";"0,04258";3526407
"Laranjal Paulista";"2013";"701820,2";"26959,9";"0,040917";3526407
"Laranjal Paulista";"2014";"747788,65";"28425,46";"0,040243";3526407
"Laranjal Paulista";"2015";"776305,69";"29200,89";"0,040018";3526407
"Lavínia";"2011";"123107,07";"14125,88";"0,008569";3526506
"Lavínia";"2012";"115262,03";"13262,23";"0,007393";3526506
"Lavínia";"2013";"124418,8";"14357,12";"0,007254";3526506
"Lavínia";"2014";"125037,08";"14468,53";"0,006729";3526506
"Lavínia";"2015";"118245,39";"13723,93";"0,006095";3526506
"Lavrinhas";"2011";"82387,37";"12402,13";"0,005735";3526605
"Lavrinhas";"2012";"91437,54";"13641,29";"0,005865";3526605
"Lavrinhas";"2013";"98870,65";"14623,67";"0,005764";3526605
"Lavrinhas";"2014";"104719,32";"15350,24";"0,005636";3526605
"Lavrinhas";"2015";"105843,98";"15379,83";"0,005456";3526605
"Leme";"2011";"1889032,03";"20397,27";"0,131487";3526704
"Leme";"2012";"2098799,49";"22428,82";"0,134622";3526704
"Leme";"2013";"2305654,72";"24385,56";"0,134422";3526704
"Leme";"2014";"2505532,43";"26226,33";"0,134837";3526704
"Leme";"2015";"2850322,44";"29528,15";"0,146932";3526704
"Lençóis Paulista";"2011";"1783348,09";"28814,8";"0,12413";3526803
"Lençóis Paulista";"2012";"1930841,62";"30936,03";"0,123849";3526803
"Lençóis Paulista";"2013";"2155406,2";"34244,87";"0,125662";3526803
"Lençóis Paulista";"2014";"2117395,49";"33358,47";"0,113949";3526803
"Lençóis Paulista";"2015";"2273038,81";"35510,68";"0,117174";3526803
"Limeira";"2011";"8630368,68";"31047,84";"0,600719";3526902
"Limeira";"2012";"9419353,89";"33619,9";"0,604179";3526902
"Limeira";"2013";"10749036,89";"38064,37";"0,626679";3526902
"Limeira";"2014";"11261334,12";"39565,23";"0,606036";3526902
"Limeira";"2015";"11246499,73";"39202,53";"0,579749";3526902
"Lindóia";"2011";"81241,4";"11926,22";"0,005655";3527009
"Lindóia";"2012";"95438,76";"13775,8";"0,006122";3527009
"Lindóia";"2013";"112913,47";"16027,46";"0,006583";3527009
"Lindóia";"2014";"133559,67";"18643,17";"0,007188";3527009
"Lindóia";"2015";"141764,77";"19459,82";"0,007308";3527009
"Lins";"2011";"2407052,41";"33524,87";"0,167544";3527108
"Lins";"2012";"2619277,73";"36269,54";"0,168007";3527108
"Lins";"2013";"2874972,12";"39580,54";"0,167614";3527108
"Lins";"2014";"3238808,24";"44332,01";"0,174299";3527108
"Lins";"2015";"3508622,77";"47746,76";"0,180867";3527108
