"Localidades";"Períodos";"Valor Adicionado Total (Em mil reais correntes)";"Valor Adicionado da Administração Pública (Em mil reais correntes)";"Valor Adicionado na Indústria (Em mil reais correntes)";"Valor Adicionado dos Serviços (Em mil reais correntes)";"Valor Adicionado da Agropecuária (Em mil reais correntes)";"Impostos sobre Produtos Líquidos de Subsídios (Em mil reais correntes)";"Participação da Administração Pública no Total do Valor Adicionado (Em %)";"Participação da Indústria no Total do Valor Adicionado (Em %)";"Participação dos Serviços no Total do Valor Adicionado (Em %)";"Participação da Agropecuária no Total do Valor Adicionado (Em %)";"Cód. IBGE"
"Santa Bárbara d'Oeste";"2011";"3488056,26";"455311,74";"1493902,72";"1970440,13";"23713,41";"592594,53";"13,05";"42,83";"56,49";"0,68";3545803
"Santa Bárbara d'Oeste";"2012";"3729720,65";"503712,39";"1493023,96";"2213004,45";"23692,24";"633439,33";"13,51";"40,03";"59,33";"0,64";3545803
"Santa Bárbara d'Oeste";"2013";"4294508,46";"578024,91";"1684803,75";"2580283,47";"29421,23";"766271,61";"13,46";"39,23";"60,08";"0,69";3545803
"Santa Bárbara d'Oeste";"2014";"4472677,6";"623488,93";"1615396,41";"2835353,11";"21928,08";"730051,13";"13,94";"36,12";"63,39";"0,49";3545803
"Santa Bárbara d'Oeste";"2015";"4541373,19";"686490,33";"1517473,39";"3004273,05";"19626,75";"739395,17";"15,12";"33,41";"66,15";"0,43";3545803
"Santa Branca";"2011";"228646,09";"38648,05";"110623,91";"108670,6";"9351,58";"19327,38";"16,9";"48,38";"47,53";"4,09";3546009
"Santa Branca";"2012";"187414,9";"42136,11";"71173,37";"109182,79";"7058,73";"14089,54";"22,48";"37,98";"58,26";"3,77";3546009
"Santa Branca";"2013";"222567,47";"48077,17";"91325,65";"127099";"4142,82";"18707,29";"21,6";"41,03";"57,11";"1,86";3546009
"Santa Branca";"2014";"223301,75";"50110,62";"82382,3";"135971,84";"4947,6";"18245,45";"22,44";"36,89";"60,89";"2,22";3546009
"Santa Branca";"2015";"227033,78";"54219,39";"74671,64";"145533,93";"6828,21";"17031,07";"23,88";"32,89";"64,1";"3,01";3546009
"Santa Clara d'Oeste";"2011";"32513,2";"9599,66";"1271,08";"16309,02";"14933,11";"542,72";"29,53";"3,91";"50,16";"45,93";3546108
"Santa Clara d'Oeste";"2012";"39243,76";"10955,21";"1643,78";"20105,78";"17494,19";"760,38";"27,92";"4,19";"51,23";"44,58";3546108
"Santa Clara d'Oeste";"2013";"45932,29";"12459,86";"1811,43";"23634,3";"20486,57";"670,13";"27,13";"3,94";"51,45";"44,6";3546108
"Santa Clara d'Oeste";"2014";"42812,47";"12989,95";"1817,49";"25637,6";"15357,39";"819,67";"30,34";"4,25";"59,88";"35,87";3546108
"Santa Clara d'Oeste";"2015";"41907,42";"13860,85";"2699,85";"27304,89";"11902,67";"1285,44";"33,07";"6,44";"65,16";"28,4";3546108
"Santa Cruz da Conceição";"2011";"99303,26";"13413,74";"27214,45";"47554,3";"24534,52";"7410,88";"13,51";"27,41";"47,89";"24,71";3546207
"Santa Cruz da Conceição";"2012";"107820,15";"15222,74";"27688,42";"56326,4";"23805,33";"9151,78";"14,12";"25,68";"52,24";"22,08";3546207
"Santa Cruz da Conceição";"2013";"111751,09";"18315,68";"24740,69";"67435,13";"19575,28";"9441,05";"16,39";"22,14";"60,34";"17,52";3546207
"Santa Cruz da Conceição";"2014";"115399,87";"20347,64";"26747,69";"72769,43";"15882,75";"10696,43";"17,63";"23,18";"63,06";"13,76";3546207
"Santa Cruz da Conceição";"2015";"114630,55";"21184,34";"22440,6";"73318,59";"18871,36";"10673,91";"18,48";"19,58";"63,96";"16,46";3546207
"Santa Cruz da Esperança";"2011";"21848,97";"7856,32";"1166,11";"13143,32";"7539,55";"381,17";"35,96";"5,34";"60,16";"34,51";3546256
"Santa Cruz da Esperança";"2012";"30607,98";"8805,69";"1655,25";"15894,35";"13058,38";"447,94";"28,77";"5,41";"51,93";"42,66";3546256
"Santa Cruz da Esperança";"2013";"33074,29";"9905,87";"1786,47";"17806,27";"13481,55";"439,56";"29,95";"5,4";"53,84";"40,76";3546256
"Santa Cruz da Esperança";"2014";"35903,74";"11730,75";"1872,26";"21364,88";"12666,6";"644,69";"32,67";"5,21";"59,51";"35,28";3546256
"Santa Cruz da Esperança";"2015";"36822,2";"12546,27";"2137,67";"22024,97";"12659,56";"827,53";"34,07";"5,81";"59,81";"34,38";3546256
"Santa Cruz das Palmeiras";"2011";"276965,3";"73258,65";"12931,14";"223036,52";"40997,64";"21119,33";"26,45";"4,67";"80,53";"14,8";3546306
"Santa Cruz das Palmeiras";"2012";"311230,09";"79314,85";"12740,38";"252015,35";"46474,36";"17886,71";"25,48";"4,09";"80,97";"14,93";3546306
"Santa Cruz das Palmeiras";"2013";"351279,85";"90551,63";"14620,94";"291369,73";"45289,18";"21012,16";"25,78";"4,16";"82,95";"12,89";3546306
"Santa Cruz das Palmeiras";"2014";"366577,46";"94105,2";"15195,17";"315424,44";"35957,85";"22156,85";"25,67";"4,15";"86,05";"9,81";3546306
"Santa Cruz das Palmeiras";"2015";"387239,73";"104420,24";"17968,97";"336020,09";"33250,67";"26448,62";"26,97";"4,64";"86,77";"8,59";3546306
"Santa Cruz do Rio Pardo";"2011";"907433,04";"105843,18";"259426,56";"572479,94";"75526,53";"93901,37";"11,66";"28,59";"63,09";"8,32";3546405
"Santa Cruz do Rio Pardo";"2012";"1129860,46";"117946,15";"371071,56";"675388,31";"83400,59";"116846,92";"10,44";"32,84";"59,78";"7,38";3546405
"Santa Cruz do Rio Pardo";"2013";"1264066,48";"137376,15";"383879,63";"790341,57";"89845,28";"139453,11";"10,87";"30,37";"62,52";"7,11";3546405
"Santa Cruz do Rio Pardo";"2014";"1414249,12";"147804,35";"413003,9";"892920,74";"108324,47";"157123,39";"10,45";"29,2";"63,14";"7,66";3546405
"Santa Cruz do Rio Pardo";"2015";"1493946,81";"161324,41";"443610,22";"974178,14";"76158,45";"188986,97";"10,8";"29,69";"65,21";"5,1";3546405
"Santa Ernestina";"2011";"52175,12";"15405,61";"4034,48";"37853,59";"10287,05";"2455,28";"29,53";"7,73";"72,55";"19,72";3546504
"Santa Ernestina";"2012";"59265,89";"16551,49";"3911,44";"43089,09";"12265,37";"2802,75";"27,93";"6,6";"72,7";"20,7";3546504
"Santa Ernestina";"2013";"72871,09";"19198,03";"4994,29";"49902,47";"17974,34";"2871,69";"26,35";"6,85";"68,48";"24,67";3546504
"Santa Ernestina";"2014";"71383,87";"20121,47";"6140,08";"53054,73";"12189,06";"2786,66";"28,19";"8,6";"74,32";"17,08";3546504
"Santa Ernestina";"2015";"76746,55";"22501,93";"4596,43";"58066,1";"14084,03";"3688,95";"29,32";"5,99";"75,66";"18,35";3546504
"Santa Fé do Sul";"2011";"590972,92";"93041,99";"165959,74";"403120,98";"21892,2";"61632,27";"15,74";"28,08";"68,21";"3,7";3546603
"Santa Fé do Sul";"2012";"664037,43";"105282,24";"167018,15";"472605,51";"24413,76";"64990,08";"15,85";"25,15";"71,17";"3,68";3546603
"Santa Fé do Sul";"2013";"724024,99";"116010,13";"164965,36";"531204,29";"27855,34";"69414,12";"16,02";"22,78";"73,37";"3,85";3546603
"Santa Fé do Sul";"2014";"791533,93";"125616,89";"173051,71";"589359,52";"29122,69";"74418,02";"15,87";"21,86";"74,46";"3,68";3546603
"Santa Fé do Sul";"2015";"853336,26";"140180,96";"163452,88";"661578,16";"28305,22";"79441,81";"16,43";"19,15";"77,53";"3,32";3546603
"Santa Gertrudes";"2011";"947831,67";"69144,46";"662563,71";"278736,28";"6531,67";"132120,41";"7,3";"69,9";"29,41";"0,69";3546702
"Santa Gertrudes";"2012";"1053970,61";"78626,02";"733292,93";"313337,59";"7340,1";"166071,83";"7,46";"69,57";"29,73";"0,7";3546702
"Santa Gertrudes";"2013";"1166766,08";"91193,94";"793723,95";"364746,12";"8296,02";"174667,51";"7,82";"68,03";"31,26";"0,71";3546702
"Santa Gertrudes";"2014";"1373392,75";"99483,98";"942280,11";"425320,39";"5792,25";"183190,79";"7,24";"68,61";"30,97";"0,42";3546702
"Santa Gertrudes";"2015";"1393948,44";"108124,87";"780953,68";"604082,11";"8912,65";"239449,85";"7,76";"56,02";"43,34";"0,64";3546702
"Santa Isabel";"2011";"846856,58";"132471,37";"247763,41";"577271,42";"21821,76";"136641,45";"15,64";"29,26";"68,17";"2,58";3546801
"Santa Isabel";"2012";"1012927,28";"144576,85";"311020,48";"678366,25";"23540,55";"160134,76";"14,27";"30,71";"66,97";"2,32";3546801
"Santa Isabel";"2013";"1151795,43";"169520,94";"281734,9";"830583,51";"39477,02";"166424,31";"14,72";"24,46";"72,11";"3,43";3546801
"Santa Isabel";"2014";"1279689,01";"177621,86";"324905,7";"903681,67";"51101,64";"170667,13";"13,88";"25,39";"70,62";"3,99";3546801
"Santa Isabel";"2015";"1337470,94";"193528,56";"288058,13";"996634,96";"52777,85";"177295,11";"14,47";"21,54";"74,52";"3,95";3546801
"Santa Lúcia";"2011";"79012,92";"22027,3";"8400,06";"44718,97";"25893,9";"1875,55";"27,88";"10,63";"56,6";"32,77";3546900
"Santa Lúcia";"2012";"92123,89";"24489,58";"6293,8";"50836,07";"34994,02";"2024,03";"26,58";"6,83";"55,18";"37,99";3546900
"Santa Lúcia";"2013";"96289,28";"27856,2";"6761,75";"56725,82";"32801,71";"2016,55";"28,93";"7,02";"58,91";"34,07";3546900
"Santa Lúcia";"2014";"92990,39";"29129,2";"4295,12";"60026,33";"28668,95";"2104,2";"31,32";"4,62";"64,55";"30,83";3546900
"Santa Lúcia";"2015";"91192,27";"31300,35";"4420,65";"62189,12";"24582,5";"2540,09";"34,32";"4,85";"68,2";"26,96";3546900
"Santa Maria da Serra";"2011";"89839,52";"16836,47";"16221,93";"45154,7";"28462,89";"6721,85";"18,74";"18,06";"50,26";"31,68";3547007
"Santa Maria da Serra";"2012";"111971,22";"18984,94";"29301,27";"50368,64";"32301,31";"6751,04";"16,96";"26,17";"44,98";"28,85";3547007
"Santa Maria da Serra";"2013";"128078,85";"21973,02";"40270,97";"57275,66";"30532,22";"7778,8";"17,16";"31,44";"44,72";"23,84";3547007
"Santa Maria da Serra";"2014";"133426,75";"22951,73";"42763,37";"61887,23";"28776,16";"7699,16";"17,2";"32,05";"46,38";"21,57";3547007
"Santa Maria da Serra";"2015";"126007,66";"23896,59";"40449,35";"63010,16";"22548,16";"7583,25";"18,96";"32,1";"50,01";"17,89";3547007
"Santa Mercedes";"2011";"41954,55";"10266,22";"2616,12";"21182,43";"18155,99";"1508,18";"24,47";"6,24";"50,49";"43,28";3547106
"Santa Mercedes";"2012";"50192,56";"11692,52";"3042,02";"25248,9";"21901,64";"1551,25";"23,3";"6,06";"50,3";"43,64";3547106
"Santa Mercedes";"2013";"52364,32";"12780,66";"2977,29";"27906,46";"21480,56";"1495,58";"24,41";"5,69";"53,29";"41,02";3547106
"Santa Mercedes";"2014";"46678,68";"13661,95";"2617,82";"29337,7";"14723,16";"1661,99";"29,27";"5,61";"62,85";"31,54";3547106
"Santa Mercedes";"2015";"47167,82";"14404,94";"2798,82";"30455,49";"13913,5";"2096,91";"30,54";"5,93";"64,57";"29,5";3547106
"Santa Rita d'Oeste";"2011";"34116,54";"9733,09";"1506,83";"20902,89";"11706,82";"1287,79";"28,53";"4,42";"61,27";"34,31";3547403
"Santa Rita d'Oeste";"2012";"38448,26";"10678,84";"1581,21";"23583,35";"13283,7";"1329,12";"27,77";"4,11";"61,34";"34,55";3547403
"Santa Rita d'Oeste";"2013";"39322,03";"12063,46";"1456,55";"26193,96";"11671,52";"1341,83";"30,68";"3,7";"66,61";"29,68";3547403
"Santa Rita d'Oeste";"2014";"46527,81";"13207,42";"1987,48";"29540,68";"14999,65";"1539,57";"28,39";"4,27";"63,49";"32,24";3547403
"Santa Rita d'Oeste";"2015";"48028,05";"13980,4";"1847,96";"31235,29";"14944,8";"1695,55";"29,11";"3,85";"65,04";"31,12";3547403
"Santa Rita do Passa Quatro";"2011";"471477,89";"76708,68";"89378";"311719,62";"70380,26";"46796,11";"16,27";"18,96";"66,12";"14,93";3547502
"Santa Rita do Passa Quatro";"2012";"513891,18";"82999,47";"127766,66";"345014,26";"41110,26";"52689,32";"16,15";"24,86";"67,14";"8";3547502
"Santa Rita do Passa Quatro";"2013";"495989,17";"99501,06";"63958,02";"379964,45";"52066,7";"45091,92";"20,06";"12,9";"76,61";"10,5";3547502
"Santa Rita do Passa Quatro";"2014";"515441,1";"98760,15";"67314,51";"398686,68";"49439,91";"48923,5";"19,16";"13,06";"77,35";"9,59";3547502
"Santa Rita do Passa Quatro";"2015";"541625,9";"103293,69";"69688,93";"421305,48";"50631,48";"54152,54";"19,07";"12,87";"77,79";"9,35";3547502
"Santa Rosa de Viterbo";"2011";"542830,58";"63159,65";"267221,93";"255210,61";"20398,04";"81414,56";"11,64";"49,23";"47,01";"3,76";3547601
"Santa Rosa de Viterbo";"2012";"566615,99";"69526,9";"255883,45";"281176,08";"29556,46";"95655,23";"12,27";"45,16";"49,62";"5,22";3547601
"Santa Rosa de Viterbo";"2013";"603417,48";"78441,56";"255647,63";"316983,1";"30786,75";"94548,63";"13";"42,37";"52,53";"5,1";3547601
"Santa Rosa de Viterbo";"2014";"660040,64";"83186,82";"270229,21";"357792,7";"32018,73";"91202,36";"12,6";"40,94";"54,21";"4,85";3547601
"Santa Rosa de Viterbo";"2015";"677038,21";"92079,74";"275819,5";"380441,53";"20777,18";"112792,41";"13,6";"40,74";"56,19";"3,07";3547601
"Santa Salete";"2011";"16972,02";"6426,62";"938,71";"9940,13";"6093,18";"740,65";"37,87";"5,53";"58,57";"35,9";3547650
"Santa Salete";"2012";"16468,6";"7356,12";"921,39";"11350,19";"4197,03";"1183,48";"44,67";"5,59";"68,92";"25,49";3547650
"Santa Salete";"2013";"18359,87";"8104,07";"1026,49";"12958,15";"4375,23";"516,66";"44,14";"5,59";"70,58";"23,83";3547650
"Santa Salete";"2014";"21073,53";"8622,84";"1354,53";"13977,01";"5741,99";"434,26";"40,92";"6,43";"66,32";"27,25";3547650
"Santa Salete";"2015";"22331,64";"9136,42";"1359,99";"14751,15";"6220,5";"538,1";"40,91";"6,09";"66,05";"27,86";3547650
"Santana da Ponte Pensa";"2011";"19973,06";"7190,5";"1517,77";"11709,35";"6745,94";"736,13";"36";"7,6";"58,63";"33,78";3547205
"Santana da Ponte Pensa";"2012";"20929,76";"7918,89";"1279,31";"13815,55";"5834,9";"915,12";"37,84";"6,11";"66,01";"27,88";3547205
"Santana da Ponte Pensa";"2013";"23197,22";"8873,52";"1423,16";"15853,02";"5921,05";"348,6";"38,25";"6,14";"68,34";"25,52";3547205
"Santana da Ponte Pensa";"2014";"25497,89";"9660,58";"1773,31";"16973,84";"6750,74";"369,84";"37,89";"6,95";"66,57";"26,48";3547205
"Santana da Ponte Pensa";"2015";"25778,02";"10005,16";"1490,82";"16944,44";"7342,75";"440,04";"38,81";"5,78";"65,73";"28,48";3547205
"Santana de Parnaíba";"2011";"4968357,7";"445930,89";"1094952,32";"3839603,24";"33802,14";"766333,93";"8,98";"22,04";"77,28";"0,68";3547304
"Santana de Parnaíba";"2012";"5384587,58";"466617,67";"1182330,86";"4169120,21";"33136,52";"826701,49";"8,67";"21,96";"77,43";"0,62";3547304
"Santana de Parnaíba";"2013";"6019513,88";"562212,95";"1287059,4";"4666531,14";"65923,34";"997595,49";"9,34";"21,38";"77,52";"1,1";3547304
"Santana de Parnaíba";"2014";"6919674,5";"613177,88";"1489592,8";"5335205,35";"94876,34";"1145522,18";"8,86";"21,53";"77,1";"1,37";3547304
"Santana de Parnaíba";"2015";"6457593,18";"659245,19";"1474354,78";"4891030,9";"92207,5";"1375011,4";"10,21";"22,83";"75,74";"1,43";3547304
"Santo Anastácio";"2011";"230040,59";"54056,53";"33102,47";"176210,55";"20727,56";"20127,67";"23,5";"14,39";"76,6";"9,01";3547700
"Santo Anastácio";"2012";"258810,8";"57438,58";"40638,83";"197382,99";"20788,98";"23993,71";"22,19";"15,7";"76,27";"8,03";3547700
"Santo Anastácio";"2013";"281128,32";"67735,52";"33859,05";"222828,52";"24440,75";"20979,88";"24,09";"12,04";"79,26";"8,69";3547700
"Santo Anastácio";"2014";"310079,58";"70910,01";"35031,99";"247023,66";"28023,93";"22466,8";"22,87";"11,3";"79,66";"9,04";3547700
"Santo Anastácio";"2015";"356105,46";"75161,81";"39357,33";"272264,08";"44484,06";"25049,35";"21,11";"11,05";"76,46";"12,49";3547700
"Santo André";"2011";"18186231,09";"1772424,42";"5014166,92";"13171670,85";"393,32";"3554617,85";"9,75";"27,57";"72,43";"0";3547809
"Santo André";"2012";"19756677,08";"1901432,48";"4840813,97";"14915472,63";"390,49";"4086310,51";"9,62";"24,5";"75,5";"0";3547809
"Santo André";"2013";"22284917,6";"2169505,68";"5468931,29";"16815280,39";"705,92";"4436841,25";"9,74";"24,54";"75,46";"0";3547809
"Santo André";"2014";"23914978,37";"2294020,98";"5377274,38";"18536722,87";"981,11";"4204612,7";"9,59";"22,48";"77,51";"0";3547809
"Santo André";"2015";"22611167,64";"2473631,88";"4995844,51";"17614357,7";"965,43";"3629717,25";"10,94";"22,09";"77,9";"0";3547809
"Santo Antônio da Alegria";"2011";"108592,1";"17092,14";"17364,78";"43104,11";"48123,22";"3383,11";"15,74";"15,99";"39,69";"44,32";3547908
"Santo Antônio da Alegria";"2012";"114736,97";"18884,15";"19073,52";"48016,56";"47646,89";"3378,94";"16,46";"16,62";"41,85";"41,53";3547908
"Santo Antônio da Alegria";"2013";"130112,23";"22457,35";"25325,96";"54733,09";"50053,18";"4617,42";"17,26";"19,46";"42,07";"38,47";3547908
"Santo Antônio da Alegria";"2014";"137755,98";"23848,52";"24897,98";"59430,58";"53427,42";"5476,15";"17,31";"18,07";"43,14";"38,78";3547908
"Santo Antônio da Alegria";"2015";"117009,88";"25389,11";"23095,25";"64566,56";"29348,06";"6784,93";"21,7";"19,74";"55,18";"25,08";3547908
"Santo Antônio de Posse";"2011";"417737,72";"64269,33";"80568,6";"275086,2";"62082,92";"41207,38";"15,39";"19,29";"65,85";"14,86";3548005
"Santo Antônio de Posse";"2012";"482556,77";"71237,45";"102318,81";"314883,27";"65354,7";"47654,07";"14,76";"21,2";"65,25";"13,54";3548005
"Santo Antônio de Posse";"2013";"538291,05";"79953,48";"112082,39";"351744,23";"74464,43";"58846,77";"14,85";"20,82";"65,34";"13,83";3548005
"Santo Antônio de Posse";"2014";"586451,4";"85633,23";"111238,77";"379075,08";"96137,56";"62359,41";"14,6";"18,97";"64,64";"16,39";3548005
"Santo Antônio de Posse";"2015";"723631,75";"91490,01";"116943,06";"480406,4";"126282,29";"89668,51";"12,64";"16,16";"66,39";"17,45";3548005
"Santo Antônio do Aracanguá";"2011";"187013,76";"31229,59";"36667,78";"83124,26";"67221,72";"13804,4";"16,7";"19,61";"44,45";"35,94";3548054
"Santo Antônio do Aracanguá";"2012";"172757,2";"35032,27";"22742,62";"81709,36";"68305,23";"8430,83";"20,28";"13,16";"47,3";"39,54";3548054
"Santo Antônio do Aracanguá";"2013";"179987,5";"39891,87";"24620,9";"86046,79";"69319,81";"9153,2";"22,16";"13,68";"47,81";"38,51";3548054
"Santo Antônio do Aracanguá";"2014";"166337,55";"43001,68";"30105,88";"91739,02";"44492,65";"8859,33";"25,85";"18,1";"55,15";"26,75";3548054
"Santo Antônio do Aracanguá";"2015";"205674,33";"44918,08";"34018,08";"102189,83";"69466,41";"9824,56";"21,84";"16,54";"49,69";"33,77";3548054
"Santo Antônio do Jardim";"2011";"92956,59";"16030,44";"10117,21";"48947,27";"33892,11";"3386,19";"17,25";"10,88";"52,66";"36,46";3548104
"Santo Antônio do Jardim";"2012";"93036,83";"17310,74";"11103,51";"52766,99";"29166,32";"5647,24";"18,61";"11,93";"56,72";"31,35";3548104
"Santo Antônio do Jardim";"2013";"100365,83";"20128,5";"10888,38";"59133,49";"30343,96";"5841,18";"20,06";"10,85";"58,92";"30,23";3548104
"Santo Antônio do Jardim";"2014";"122102,02";"22179,49";"12792,91";"69289,11";"40020";"7472,52";"18,16";"10,48";"56,75";"32,78";3548104
"Santo Antônio do Jardim";"2015";"123471,17";"24316,71";"14444,34";"72266,48";"36760,35";"7489,28";"19,69";"11,7";"58,53";"29,77";3548104
"Santo Antônio do Pinhal";"2011";"59108,85";"20257,96";"4957,49";"50016,69";"4134,67";"2689,81";"34,27";"8,39";"84,62";"7";3548203
"Santo Antônio do Pinhal";"2012";"61872,67";"21801,03";"4049,83";"53606,36";"4216,49";"2765,74";"35,24";"6,55";"86,64";"6,81";3548203
"Santo Antônio do Pinhal";"2013";"74355,03";"25062,02";"5013,77";"63010,08";"6331,17";"2498,1";"33,71";"6,74";"84,74";"8,51";3548203
"Santo Antônio do Pinhal";"2014";"84264,78";"26976,09";"5823,99";"70622,02";"7818,76";"3025,16";"32,01";"6,91";"83,81";"9,28";3548203
"Santo Antônio do Pinhal";"2015";"87896,16";"28539,23";"6358,32";"73704,3";"7833,54";"3553,6";"32,47";"7,23";"83,85";"8,91";3548203
"Santo Expedito";"2011";"22858,92";"9209,27";"1528,86";"15092,86";"6237,2";"466,41";"40,29";"6,69";"66,03";"27,29";3548302
"Santo Expedito";"2012";"22994,5";"10205,12";"1581,97";"17081,69";"4330,84";"511,66";"44,38";"6,88";"74,29";"18,83";3548302
"Santo Expedito";"2013";"27037,2";"11843,85";"2751,12";"19823,39";"4462,69";"497,21";"43,81";"10,18";"73,32";"16,51";3548302
"Santo Expedito";"2014";"28042,43";"12682,95";"2148,88";"21528,31";"4365,24";"609,66";"45,23";"7,66";"76,77";"15,57";3548302
"Santo Expedito";"2015";"30217,22";"13738,08";"2622,36";"23440,03";"4154,84";"661,19";"45,46";"8,68";"77,57";"13,75";3548302
"Santópolis do Aguapeí";"2011";"45613,68";"12110,11";"3060,72";"29315,06";"13237,9";"1958,6";"26,55";"6,71";"64,27";"29,02";3548401
"Santópolis do Aguapeí";"2012";"48500,1";"13187,61";"3536,96";"34734,8";"10228,34";"2488,63";"27,19";"7,29";"71,62";"21,09";3548401
"Santópolis do Aguapeí";"2013";"53492,31";"15714,41";"3732,33";"39479,67";"10280,31";"2436,07";"29,38";"6,98";"73,8";"19,22";3548401
"Santópolis do Aguapeí";"2014";"54031,28";"16768,59";"3500,67";"42417,85";"8112,76";"2430,4";"31,03";"6,48";"78,51";"15,01";3548401
"Santópolis do Aguapeí";"2015";"54495,34";"18364,91";"3896,7";"43383,86";"7214,78";"2458,96";"33,7";"7,15";"79,61";"13,24";3548401
"Santos";"2011";"13001290,33";"1473854,39";"1512448,99";"11487341,51";"1499,84";"2446455,46";"11,34";"11,63";"88,36";"0,01";3548500
"Santos";"2012";"14296336,48";"1660610,13";"1635425,12";"12659166,56";"1744,8";"2553875,23";"11,62";"11,44";"88,55";"0,01";3548500
"Santos";"2013";"16044813,32";"1910357,51";"1665225,98";"14377436,64";"2150,7";"2826705,8";"11,91";"10,38";"89,61";"0,01";3548500
"Santos";"2014";"17265533,77";"2038723,72";"1690529,78";"15572678,7";"2325,28";"2882248,19";"11,81";"9,79";"90,2";"0,01";3548500
"Santos";"2015";"17347694,49";"2203065,54";"1788874,59";"15556043,13";"2776,77";"2617897,06";"12,7";"10,31";"89,67";"0,02";3548500
"São Bento do Sapucaí";"2011";"109842,67";"26087,05";"7723,04";"77756,2";"24363,43";"5936,8";"23,75";"7,03";"70,79";"22,18";3548609
"São Bento do Sapucaí";"2012";"132824,5";"28468,26";"8736,55";"91456,91";"32631,04";"5598,22";"21,43";"6,58";"68,86";"24,57";3548609
"São Bento do Sapucaí";"2013";"140140,52";"33284,06";"9526,22";"102167,95";"28446,36";"6206,32";"23,75";"6,8";"72,9";"20,3";3548609
"São Bento do Sapucaí";"2014";"160266,15";"35101,82";"9979,51";"115133,07";"35153,57";"6458,12";"21,9";"6,23";"71,84";"21,93";3548609
"São Bento do Sapucaí";"2015";"166001,42";"39578,01";"11031,83";"125212,35";"29757,24";"7237,46";"23,84";"6,65";"75,43";"17,93";3548609
"São Bernardo do Campo";"2011";"35421628,87";"2100185,9";"14577547,77";"20840924,6";"3156,5";"11068760,57";"5,93";"41,15";"58,84";"0,01";3548708
"São Bernardo do Campo";"2012";"34727990,01";"2226269,15";"12936642,15";"21788010,77";"3337,09";"10572609,16";"6,41";"37,25";"62,74";"0,01";3548708
"São Bernardo do Campo";"2013";"37374212,74";"2569609,73";"12892647,75";"24476040,61";"5524,38";"11415095,99";"6,88";"34,5";"65,49";"0,01";3548708
