"Localidades";"Períodos";"Consumo de Energia Elétrica - Total (Em MWh)";"Consumo de Energia Elétrica - Industrial (Em MWh)";"Consumo de Energia Elétrica -  Comércio e Serviços (Em MWh)";"Consumo de Energia Elétrica - Rural (Em MWh)";"Consumo de Energia Elétrica - Residencial (Em MWh)";"Consumo de Energia Elétrica - Iluminação e Serviços Públicos e Outros (Em MWh)";"Cód. IBGE"
"Barueri";"2017";"1334875";"246771";"729903";"-";"293578";"64623";3505708
"Bastos";"2013";"54861";"9984";"5570";"20996";"12734";"5577";3505807
"Bastos";"2014";"60808";"10409";"6718";"24139";"13832";"5711";3505807
"Bastos";"2015";"61767";"9756";"6505";"25695";"14069";"5743";3505807
"Bastos";"2016";"61754";"9924";"6518";"25190";"14331";"5791";3505807
"Bastos";"2017";"64561";"10141";"6739";"27259";"14685";"5737";3505807
"Batatais";"2013";"131112";"34939";"20872";"6152";"48352";"20798";3505906
"Batatais";"2014";"135148";"33359";"22460";"7160";"50544";"21624";3505906
"Batatais";"2015";"128537";"28195";"21691";"6950";"49465";"22236";3505906
"Batatais";"2016";"125292";"26899";"20864";"6593";"49106";"21830";3505906
"Batatais";"2017";"126471";"27365";"20166";"6676";"50328";"21936";3505906
"Bauru";"2013";"939226";"204137";"267756";"8573";"339031";"119729";3506003
"Bauru";"2014";"972347";"197090";"279900";"10279";"362496";"122582";3506003
"Bauru";"2015";"933615";"174681";"272658";"9114";"357105";"120056";3506003
"Bauru";"2016";"905369";"168584";"257710";"8826";"352482";"117767";3506003
"Bauru";"2017";"921831";"170661";"262224";"9058";"359709";"120179";3506003
"Bebedouro";"2013";"228739";"84363";"43011";"11916";"67200";"22249";3506102
"Bebedouro";"2014";"229067";"73201";"45927";"15853";"71635";"22451";3506102
"Bebedouro";"2015";"218595";"67637";"46025";"12651";"70466";"21816";3506102
"Bebedouro";"2016";"224052";"72102";"44282";"14951";"69784";"22932";3506102
"Bebedouro";"2017";"223382";"66588";"44803";"16490";"71694";"23806";3506102
"Bento de Abreu";"2013";"4633";"784";"581";"417";"1892";"959";3506201
"Bento de Abreu";"2014";"4923";"788";"556";"436";"2045";"1097";3506201
"Bento de Abreu";"2015";"4872";"850";"537";"427";"2022";"1035";3506201
"Bento de Abreu";"2016";"4481";"806";"486";"422";"2052";"715";3506201
"Bento de Abreu";"2017";"4645";"898";"418";"416";"2096";"817";3506201
"Bernardino de Campos";"2013";"28836";"8505";"2336";"8542";"6605";"2846";3506300
"Bernardino de Campos";"2014";"31037";"8194";"2414";"10116";"7002";"3310";3506300
"Bernardino de Campos";"2015";"28147";"8067";"2319";"7180";"6891";"3691";3506300
"Bernardino de Campos";"2016";"26906";"7309";"2102";"6836";"6955";"3704";3506300
"Bernardino de Campos";"2017";"26969";"7299";"2164";"6817";"7025";"3664";3506300
"Bertioga";"2013";"175586";"2595";"66973";"44";"89968";"16007";3506359
"Bertioga";"2014";"190771";"2812";"71059";"46";"98925";"17928";3506359
"Bertioga";"2015";"191001";"2651";"69778";"45";"99519";"19009";3506359
"Bertioga";"2016";"186928";"2488";"66828";"41";"97902";"19669";3506359
"Bertioga";"2017";"203879";"2620";"70403";"36";"108576";"22244";3506359
"Bilac";"2013";"13541";"1618";"2634";"1257";"6087";"1946";3506409
"Bilac";"2014";"14587";"1657";"2941";"1343";"6587";"2059";3506409
"Bilac";"2015";"14447";"1659";"2782";"1334";"6610";"2061";3506409
"Bilac";"2016";"14171";"1558";"2706";"1437";"6492";"1978";3506409
"Bilac";"2017";"14375";"1728";"2845";"1241";"6577";"1983";3506409
"Birigui";"2013";"252321";"66356";"43693";"8161";"105835";"28276";3506508
"Birigui";"2014";"264723";"64979";"46245";"8881";"116244";"28374";3506508
"Birigui";"2015";"254694";"56561";"45247";"8579";"116567";"27741";3506508
"Birigui";"2016";"245269";"52137";"42618";"8564";"114738";"27212";3506508
"Birigui";"2017";"259758";"56273";"46246";"8988";"120219";"28032";3506508
"Biritiba-Mirim";"2013";"45261";"846";"4363";"5997";"18406";"15649";3506607
"Biritiba-Mirim";"2014";"68450";"997";"4756";"7194";"19261";"36241";3506607
"Biritiba-Mirim";"2015";"57250";"801";"4909";"6815";"18901";"25824";3506607
"Biritiba-Mirim";"2016";"45482";"694";"4986";"6931";"19194";"13677";3506607
"Biritiba-Mirim";"2017";"50194";"679";"5052";"7162";"19627";"17673";3506607
"Boa Esperança do Sul";"2013";"30354";"1832";"2870";"12185";"9233";"4234";3506706
"Boa Esperança do Sul";"2014";"36630";"2024";"2928";"17708";"9658";"4311";3506706
"Boa Esperança do Sul";"2015";"29378";"2228";"2715";"11139";"9411";"3885";3506706
"Boa Esperança do Sul";"2016";"35018";"2778";"2425";"16826";"9324";"3666";3506706
"Boa Esperança do Sul";"2017";"36999";"3079";"2511";"17671";"9776";"3963";3506706
"Bocaina";"2013";"25061";"7179";"2557";"1428";"10137";"3758";3506805
"Bocaina";"2014";"24921";"6408";"2631";"1611";"10476";"3795";3506805
"Bocaina";"2015";"24249";"6643";"2542";"1456";"10116";"3493";3506805
"Bocaina";"2016";"24341";"7487";"2315";"1314";"9815";"3410";3506805
"Bocaina";"2017";"25242";"8272";"2188";"1371";"10206";"3206";3506805
"Bofete";"2013";"21764";"7034";"1797";"4355";"7422";"1155";3506904
"Bofete";"2014";"23223";"7428";"1795";"4868";"7850";"1281";3506904
"Bofete";"2015";"23593";"7556";"1960";"5017";"7658";"1402";3506904
"Bofete";"2016";"23438";"6884";"2078";"5203";"7742";"1530";3506904
"Bofete";"2017";"24134";"6935";"1873";"5814";"7978";"1534";3506904
"Boituva";"2013";"270599";"180956";"19534";"6082";"52087";"11940";3507001
"Boituva";"2014";"278993";"183741";"20654";"6202";"56205";"12191";3507001
"Boituva";"2015";"276854";"181552";"19685";"6131";"56282";"13204";3507001
"Boituva";"2016";"278935";"167796";"18402";"22576";"56215";"13947";3507001
"Boituva";"2017";"292073";"177299";"18410";"23499";"58607";"14259";3507001
"Bom Jesus dos Perdões";"2013";"86816";"58116";"6509";"1591";"16820";"3780";3507100
"Bom Jesus dos Perdões";"2014";"90044";"59866";"6774";"1599";"17700";"4104";3507100
"Bom Jesus dos Perdões";"2015";"85854";"56473";"6737";"1370";"17194";"4080";3507100
"Bom Jesus dos Perdões";"2016";"84124";"52093";"9363";"1278";"17249";"4140";3507100
"Bom Jesus dos Perdões";"2017";"92859";"57817";"10987";"1309";"18399";"4347";3507100
"Bom Sucesso de Itararé";"2013";"7331";"4433";"421";"351";"1527";"599";3507159
"Bom Sucesso de Itararé";"2014";"7963";"5063";"437";"364";"1544";"554";3507159
"Bom Sucesso de Itararé";"2015";"7783";"4938";"450";"364";"1494";"538";3507159
"Bom Sucesso de Itararé";"2016";"6787";"3934";"435";"369";"1486";"563";3507159
"Bom Sucesso de Itararé";"2017";"7087";"4232";"412";"358";"1510";"575";3507159
"Borá";"2013";"1340";"36";"130";"215";"434";"525";3507209
"Borá";"2014";"1484";"29";"137";"247";"537";"535";3507209
"Borá";"2015";"1455";"27";"139";"226";"532";"531";3507209
"Borá";"2016";"1396";"12";"151";"215";"519";"498";3507209
"Borá";"2017";"1397";"7";"194";"181";"531";"484";3507209
"Boracéia";"2013";"11909";"4090";"1844";"1755";"3108";"1112";3507308
"Boracéia";"2014";"12117";"3976";"1866";"1825";"3313";"1136";3507308
"Boracéia";"2015";"10885";"3071";"1995";"1444";"3225";"1150";3507308
"Boracéia";"2016";"10469";"2912";"1985";"1155";"3297";"1120";3507308
"Boracéia";"2017";"10553";"2587";"2087";"1281";"3389";"1209";3507308
"Borborema";"2013";"24088";"4078";"4127";"2012";"10538";"3333";3507407
"Borborema";"2014";"27035";"4710";"4496";"2818";"11401";"3611";3507407
"Borborema";"2015";"25172";"3545";"4527";"2280";"11268";"3552";3507407
"Borborema";"2016";"24531";"2867";"4359";"2665";"11433";"3206";3507407
"Borborema";"2017";"25759";"3932";"4370";"2418";"11763";"3277";3507407
"Borebi";"2013";"4796";"906";"524";"757";"1556";"1054";3507456
"Borebi";"2014";"5031";"1119";"384";"771";"1677";"1081";3507456
"Borebi";"2015";"4890";"959";"466";"815";"1654";"997";3507456
"Borebi";"2016";"5067";"1022";"510";"895";"1674";"967";3507456
"Borebi";"2017";"5438";"1231";"449";"1031";"1731";"996";3507456
"Botucatu";"2013";"584449";"348769";"49004";"10306";"119270";"57100";3507506
"Botucatu";"2014";"591673";"338581";"54599";"13784";"124086";"60623";3507506
"Botucatu";"2015";"563574";"324709";"56065";"5226";"120943";"56632";3507506
"Botucatu";"2016";"564623";"319907";"52100";"10623";"121792";"60200";3507506
"Botucatu";"2017";"545389";"296648";"51288";"10372";"125934";"61148";3507506
"Bragança Paulista";"2013";"532773";"262834";"73209";"20675";"139915";"36140";3507605
"Bragança Paulista";"2014";"545683";"265910";"78111";"20248";"142234";"39179";3507605
"Bragança Paulista";"2015";"525502";"252381";"77624";"18603";"139182";"37712";3507605
"Bragança Paulista";"2016";"525569";"249001";"78631";"18329";"144085";"35522";3507605
"Bragança Paulista";"2017";"541526";"251700";"85045";"18679";"149136";"36966";3507605
"Braúna";"2013";"6405";"139";"776";"682";"3552";"1256";3507704
"Braúna";"2014";"6891";"211";"790";"701";"3893";"1296";3507704
"Braúna";"2015";"6770";"215";"771";"696";"3872";"1216";3507704
"Braúna";"2016";"6675";"186";"747";"657";"3887";"1199";3507704
"Braúna";"2017";"6994";"204";"800";"689";"4095";"1206";3507704
"Brejo Alegre";"2013";"10724";"7198";"333";"765";"1737";"691";3507753
"Brejo Alegre";"2014";"8103";"4331";"358";"790";"1888";"735";3507753
"Brejo Alegre";"2015";"7808";"4085";"340";"729";"1930";"725";3507753
"Brejo Alegre";"2016";"7702";"4013";"314";"724";"1934";"716";3507753
"Brejo Alegre";"2017";"12878";"8962";"322";"755";"2083";"756";3507753
"Brodowski";"2013";"40574";"4013";"6455";"3063";"18583";"8460";3507803
"Brodowski";"2014";"42785";"4489";"6250";"3508";"20041";"8496";3507803
"Brodowski";"2015";"41884";"4519";"5784";"3245";"19991";"8345";3507803
"Brodowski";"2016";"42386";"4333";"5524";"3398";"20219";"8911";3507803
"Brodowski";"2017";"44275";"4649";"5807";"3154";"21395";"9270";3507803
"Brotas";"2013";"50193";"8971";"8261";"9671";"18525";"4765";3507902
"Brotas";"2014";"48700";"5018";"9058";"10154";"19475";"4994";3507902
"Brotas";"2015";"49303";"6504";"9006";"9837";"18971";"4984";3507902
"Brotas";"2016";"47216";"5937";"8275";"9001";"19029";"4974";3507902
"Brotas";"2017";"65294";"20443";"8366";"11703";"19766";"5016";3507902
"Buri";"2013";"30063";"3428";"5023";"9490";"8855";"3267";3508009
"Buri";"2014";"33987";"3810";"5245";"12001";"9182";"3749";3508009
"Buri";"2015";"30541";"3667";"4980";"8658";"8916";"4321";3508009
"Buri";"2016";"31719";"3460";"4893";"9791";"8965";"4610";3508009
"Buri";"2017";"33717";"3630";"4987";"10479";"9822";"4800";3508009
"Buritama";"2013";"31314";"5241";"5528";"3211";"13473";"3861";3508108
"Buritama";"2014";"33583";"5474";"5921";"3561";"14578";"4049";3508108
"Buritama";"2015";"32267";"4847";"5690";"3367";"14558";"3804";3508108
"Buritama";"2016";"32159";"5465";"5270";"3288";"14228";"3908";3508108
"Buritama";"2017";"34999";"5838";"6009";"3235";"15681";"4236";3508108
"Buritizal";"2013";"8551";"1794";"829";"1590";"2739";"1599";3508207
"Buritizal";"2014";"8841";"1509";"824";"1781";"2980";"1747";3508207
"Buritizal";"2015";"8722";"1619";"805";"1676";"2911";"1710";3508207
"Buritizal";"2016";"8782";"1821";"795";"1560";"2906";"1700";3508207
"Buritizal";"2017";"8044";"968";"766";"1583";"2995";"1733";3508207
"Cabrália Paulista";"2013";"7312";"767";"733";"1993";"2794";"1025";3508306
"Cabrália Paulista";"2014";"8127";"862";"735";"2578";"2881";"1072";3508306
"Cabrália Paulista";"2015";"7862";"923";"746";"2428";"2710";"1055";3508306
"Cabrália Paulista";"2016";"7814";"942";"726";"2425";"2691";"1030";3508306
"Cabrália Paulista";"2017";"7801";"1009";"694";"2198";"2826";"1075";3508306
"Cabreúva";"2013";"242252";"160353";"30542";"10790";"33399";"7168";3508405
"Cabreúva";"2014";"254805";"170812";"31593";"10578";"34349";"7474";3508405
"Cabreúva";"2015";"261429";"179857";"30998";"10407";"32714";"7453";3508405
"Cabreúva";"2016";"243912";"162302";"31671";"9793";"32476";"7670";3508405
"Cabreúva";"2017";"254663";"169890";"33019";"9163";"34275";"8316";3508405
"Cachoeira Paulista";"2013";"60840";"2850";"11390";"2038";"22959";"21603";3508603
"Cachoeira Paulista";"2014";"61584";"2556";"12446";"2119";"24618";"19845";3508603
"Cachoeira Paulista";"2015";"59535";"2775";"12316";"2042";"24062";"18341";3508603
"Cachoeira Paulista";"2016";"59013";"2928";"11727";"2147";"24152";"18059";3508603
"Cachoeira Paulista";"2017";"59192";"3030";"11769";"2254";"24573";"17566";3508603
"Caconde";"2013";"20353";"443";"2759";"4994";"9114";"3043";3508702
"Caconde";"2014";"21380";"427";"2900";"5385";"9523";"3144";3508702
"Caconde";"2015";"21349";"404";"2823";"5611";"9460";"3051";3508702
"Caconde";"2016";"21245";"353";"2775";"5409";"9650";"3059";3508702
"Caconde";"2017";"22051";"305";"2883";"5902";"9901";"3059";3508702
"Cafelândia";"2013";"32093";"3622";"5036";"5055";"13206";"5174";3508801
"Cafelândia";"2014";"31927";"3845";"5479";"3688";"13759";"5155";3508801
"Cafelândia";"2015";"31058";"3944";"5610";"3278";"13380";"4846";3508801
"Cafelândia";"2016";"30668";"3502";"5538";"3812";"13266";"4550";3508801
"Cafelândia";"2017";"31921";"3684";"5440";"4162";"14080";"4556";3508801
"Caiabu";"2013";"4636";"91";"529";"907";"2213";"896";3508900
"Caiabu";"2014";"4945";"123";"575";"957";"2338";"952";3508900
"Caiabu";"2015";"4801";"102";"588";"945";"2276";"891";3508900
"Caiabu";"2016";"4764";"36";"608";"918";"2343";"860";3508900
"Caiabu";"2017";"4989";"36";"757";"928";"2428";"840";3508900
"Caieiras";"2013";"443602";"309691";"52594";"225";"70103";"10990";3509007
"Caieiras";"2014";"448217";"314245";"52608";"225";"70108";"11031";3509007
"Caieiras";"2015";"421800";"296526";"48450";"201";"65841";"10782";3509007
"Caieiras";"2016";"409674";"286129";"45460";"189";"67390";"10507";3509007
"Caieiras";"2017";"434772";"306697";"45201";"179";"71407";"11289";3509007
"Caiuá";"2013";"7297";"53";"854";"2766";"2070";"1555";3509106
"Caiuá";"2014";"7709";"61";"883";"3009";"2165";"1592";3509106
"Caiuá";"2015";"7409";"65";"748";"2871";"2148";"1576";3509106
"Caiuá";"2016";"6937";"45";"685";"2648";"2066";"1494";3509106
"Caiuá";"2017";"7190";"50";"702";"2710";"2182";"1546";3509106
"Cajamar";"2013";"341538";"200745";"58710";"158";"67316";"14609";3509205
"Cajamar";"2014";"383455";"220010";"78305";"114";"70288";"14739";3509205
"Cajamar";"2015";"384900";"213071";"87881";"51";"69714";"14183";3509205
"Cajamar";"2016";"371652";"207569";"80127";"54";"70683";"13220";3509205
"Cajamar";"2017";"391005";"218602";"85968";"48";"72735";"13652";3509205
"Cajati";"2013";"289770";"262037";"5274";"1999";"15920";"4540";3509254
"Cajati";"2014";"290702";"261258";"5643";"2115";"16988";"4698";3509254
"Cajati";"2015";"285873";"257020";"5409";"2108";"16652";"4685";3509254
"Cajati";"2016";"231814";"203098";"5246";"1927";"16729";"4814";3509254
"Cajati";"2017";"238934";"207994";"5936";"2047";"17857";"5101";3509254
"Cajobi";"2013";"14309";"298";"1831";"3586";"6663";"1931";3509304
"Cajobi";"2014";"16555";"355";"1950";"4975";"7170";"2105";3509304
"Cajobi";"2015";"14966";"337";"1840";"3648";"7048";"2094";3509304
"Cajobi";"2016";"15508";"364";"1762";"4255";"7018";"2110";3509304
"Cajobi";"2017";"16059";"409";"1793";"4312";"7288";"2258";3509304
"Cajuru";"2013";"37091";"6932";"4568";"6320";"16330";"2941";3509403
"Cajuru";"2014";"39526";"7068";"5068";"6951";"17442";"2999";3509403
"Cajuru";"2015";"38398";"6708";"4883";"6729";"17036";"3042";3509403
"Cajuru";"2016";"38210";"6650";"4629";"6792";"16938";"3202";3509403
"Cajuru";"2017";"39432";"7100";"4571";"7035";"17481";"3244";3509403
"Campina do Monte Alegre";"2013";"7873";"771";"1094";"1771";"3254";"983";3509452
"Campina do Monte Alegre";"2014";"8587";"779";"1199";"2063";"3500";"1046";3509452
"Campina do Monte Alegre";"2015";"8462";"932";"1117";"1900";"3481";"1032";3509452
"Campina do Monte Alegre";"2016";"8460";"866";"1079";"1979";"3510";"1026";3509452
"Campina do Monte Alegre";"2017";"9214";"936";"1159";"2170";"3901";"1047";3509452
"Campinas";"2013";"3188955";"684527";"1087652";"21173";"1075817";"319786";3509502
"Campinas";"2014";"3416103";"667641";"1172459";"137955";"1115439";"322608";3509502
"Campinas";"2015";"3333958";"624074";"1169016";"138577";"1081026";"321264";3509502
"Campinas";"2016";"3217953";"570070";"1119244";"136856";"1066036";"325747";3509502
"Campinas";"2017";"3242014";"588196";"1093680";"145458";"1086090";"328589";3509502
"Campo Limpo Paulista";"2013";"293785";"192364";"16154";"365";"65672";"19230";3509601
"Campo Limpo Paulista";"2014";"291152";"187751";"16996";"373";"67446";"18586";3509601
"Campo Limpo Paulista";"2015";"262358";"162779";"16729";"353";"65077";"17421";3509601
"Campo Limpo Paulista";"2016";"249791";"151864";"16301";"344";"63878";"17404";3509601
"Campo Limpo Paulista";"2017";"282022";"184080";"16043";"330";"64588";"16981";3509601
"Campos do Jordão";"2013";"123192";"15020";"42141";"653";"54329";"11050";3509700
"Campos do Jordão";"2014";"128499";"16198";"42696";"627";"54455";"14523";3509700
"Campos do Jordão";"2015";"126740";"16117";"41815";"609";"52636";"15564";3509700
"Campos do Jordão";"2016";"122940";"14029";"39951";"598";"52780";"15583";3509700
"Campos do Jordão";"2017";"128797";"14829";"40472";"613";"56667";"16217";3509700
"Campos Novos Paulista";"2013";"6527";"452";"839";"1634";"2660";"942";3509809
"Campos Novos Paulista";"2014";"6313";"243";"729";"1563";"2865";"912";3509809
"Campos Novos Paulista";"2015";"6243";"276";"670";"1564";"2786";"946";3509809
"Campos Novos Paulista";"2016";"6435";"535";"670";"1509";"2776";"945";3509809
"Campos Novos Paulista";"2017";"6682";"663";"650";"1608";"2865";"896";3509809
"Cananéia";"2013";"17854";"1043";"4871";"467";"8603";"2871";3509908
"Cananéia";"2014";"18978";"1134";"4636";"493";"9470";"3245";3509908
"Cananéia";"2015";"18167";"1110";"3843";"422";"9254";"3537";3509908
"Cananéia";"2016";"17890";"1103";"3875";"370";"9461";"3081";3509908
"Cananéia";"2017";"19317";"898";"4167";"457";"10093";"3702";3509908
"Canas";"2013";"7962";"2369";"1447";"246";"2940";"960";3509957
"Canas";"2014";"8365";"2636";"1352";"254";"3135";"987";3509957
"Canas";"2015";"8205";"2859";"936";"239";"3196";"975";3509957
"Canas";"2016";"8438";"2904";"1102";"277";"3147";"1007";3509957
"Canas";"2017";"8745";"3005";"1183";"320";"3223";"1014";3509957
"Cândido Mota";"2013";"64975";"21025";"10531";"4808";"21813";"6799";3510005
"Cândido Mota";"2014";"70626";"24027";"11405";"5054";"23084";"7055";3510005
"Cândido Mota";"2015";"71598";"25194";"11731";"4913";"22678";"7082";3510005
"Cândido Mota";"2016";"74988";"27752";"11523";"5558";"23218";"6938";3510005
"Cândido Mota";"2017";"79383";"30046";"12363";"6133";"23768";"7074";3510005
"Cândido Rodrigues";"2013";"5253";"433";"641";"1176";"2019";"984";3510104
"Cândido Rodrigues";"2014";"6034";"639";"596";"1664";"2184";"952";3510104
"Cândido Rodrigues";"2015";"5736";"836";"632";"1268";"2094";"906";3510104
"Cândido Rodrigues";"2016";"5588";"590";"563";"1389";"2125";"921";3510104
"Cândido Rodrigues";"2017";"6028";"516";"583";"1652";"2251";"1025";3510104
"Canitar";"2013";"5536";"1217";"390";"281";"2461";"1187";3510153
"Canitar";"2014";"5597";"1162";"371";"262";"2607";"1195";3510153
"Canitar";"2015";"5382";"1207";"421";"211";"2515";"1029";3510153
"Canitar";"2016";"5414";"1149";"400";"207";"2631";"1026";3510153
"Canitar";"2017";"5855";"1364";"341";"222";"2868";"1060";3510153
"Capão Bonito";"2013";"52389";"3516";"10601";"8408";"22854";"7010";3510203
"Capão Bonito";"2014";"55435";"3704";"11296";"9473";"23613";"7349";3510203
"Capão Bonito";"2015";"53557";"3599";"11290";"8681";"22819";"7169";3510203
"Capão Bonito";"2016";"54905";"4113";"10798";"9661";"22835";"7498";3510203
"Capão Bonito";"2017";"57239";"4321";"10692";"10510";"24086";"7630";3510203
"Capela do Alto";"2013";"30471";"2276";"3037";"5454";"13776";"5927";3510302
"Capela do Alto";"2014";"33345";"2290";"3782";"5583";"14650";"7040";3510302
"Capela do Alto";"2015";"33513";"2416";"3501";"6275";"14244";"7077";3510302
"Capela do Alto";"2016";"31532";"2059";"2577";"6107";"13978";"6811";3510302
"Capela do Alto";"2017";"32283";"2384";"2723";"5858";"14522";"6795";3510302
"Capivari";"2013";"209335";"132307";"16011";"4959";"41853";"14207";3510401
"Capivari";"2014";"215960";"134741";"17116";"4800";"44887";"14416";3510401
"Capivari";"2015";"210782";"133182";"15233";"4627";"43560";"14180";3510401
"Capivari";"2016";"204898";"128054";"14230";"4630";"43042";"14941";3510401
"Capivari";"2017";"214484";"136028";"15051";"4927";"43678";"14801";3510401
"Caraguatatuba";"2013";"326313";"97843";"70223";"1129";"118147";"38971";3510500
"Caraguatatuba";"2014";"346252";"100894";"76296";"1454";"126670";"40938";3510500
"Caraguatatuba";"2015";"342803";"97702";"76345";"1765";"127124";"39867";3510500
"Caraguatatuba";"2016";"335408";"91609";"72975";"2109";"126820";"41895";3510500
"Caraguatatuba";"2017";"342101";"91193";"77291";"2150";"129814";"41653";3510500
"Carapicuíba";"2013";"597969";"60880";"74090";"1";"331305";"131693";3510609
"Carapicuíba";"2014";"606642";"62724";"81072";"-";"333492";"129354";3510609
"Carapicuíba";"2015";"569780";"58209";"81041";"-";"312551";"117980";3510609
"Carapicuíba";"2016";"583512";"57128";"80046";"-";"317287";"129051";3510609
"Carapicuíba";"2017";"623399";"59795";"88234";"-";"320773";"154598";3510609
"Cardoso";"2013";"20010";"383";"3242";"4146";"8946";"3293";3510708
"Cardoso";"2014";"22069";"374";"3614";"4970";"9561";"3550";3510708
"Cardoso";"2015";"20931";"303";"3617";"4196";"9464";"3351";3510708
"Cardoso";"2016";"20814";"266";"3364";"4822";"9200";"3161";3510708
"Cardoso";"2017";"22185";"220";"3529";"4949";"10046";"3442";3510708
"Casa Branca";"2013";"70612";"7628";"9459";"24506";"19721";"9298";3510807
"Casa Branca";"2014";"80526";"7624";"9451";"33557";"20756";"9137";3510807
"Casa Branca";"2015";"73005";"7439";"9824";"26520";"20708";"8513";3510807
"Casa Branca";"2016";"75549";"7501";"9071";"29290";"20777";"8909";3510807
"Casa Branca";"2017";"81798";"8287";"8895";"34050";"21052";"9514";3510807
"Cássia dos Coqueiros";"2013";"4831";"27";"266";"2302";"1663";"573";3510906
"Cássia dos Coqueiros";"2014";"5283";"25";"278";"2623";"1767";"590";3510906
